 50435/2000000: episode: 68, duration: 15.583s, episode steps: 687, steps per second:  44, episode reward: 10.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.553 [0.000, 5.000],  loss: 0.006000, mae: 0.026522, mean_q: 0.024521, mean_eps: 0.954804
  217366/2000000: episode: 312, duration: 12.429s, episode steps: 625, steps per second:  50, episode reward: 10.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.522 [0.000, 5.000],  loss: 0.009521, mae: 0.733423, mean_q: 0.904409, mean_eps: 0.804651
  217861/2000000: episode: 313, duration: 9.931s, episode steps: 495, steps per second:  50, episode reward: 10.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.424 [0.000, 5.000],  loss: 0.009340, mae: 0.712963, mean_q: 0.880691, mean_eps: 0.804147
  218789/2000000: episode: 314, duration: 20.191s, episode steps: 928, steps per second:  46, episode reward: 18.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.555 [0.000, 5.000],  loss: 0.009568, mae: 0.728153, mean_q: 0.897513, mean_eps: 0.803507
  219582/2000000: episode: 315, duration: 15.101s, episode steps: 793, steps per second:  53, episode reward: 13.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.469 [0.000, 5.000],  loss: 0.010557, mae: 0.705673, mean_q: 0.868043, mean_eps: 0.802733
  220080/2000000: episode: 316, duration: 9.249s, episode steps: 498, steps per second:  54, episode reward:  6.000, mean reward:  0.012 [ 0.000,  1.000], mean action: 2.572 [0.000, 5.000],  loss: 0.011919, mae: 0.725165, mean_q: 0.891771, mean_eps: 0.802153
  220841/2000000: episode: 317, duration: 14.372s, episode steps: 761, steps per second:  53, episode reward: 15.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.420 [0.000, 5.000],  loss: 0.010759, mae: 0.740696, mean_q: 0.912838, mean_eps: 0.801586
  221559/2000000: episode: 318, duration: 14.090s, episode steps: 718, steps per second:  51, episode reward: 15.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.286 [0.000, 5.000],  loss: 0.009845, mae: 0.739066, mean_q: 0.911624, mean_eps: 0.800920
  221938/2000000: episode: 319, duration: 7.443s, episode steps: 379, steps per second:  51, episode reward:  7.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.588 [0.000, 5.000],  loss: 0.010787, mae: 0.752522, mean_q: 0.926861, mean_eps: 0.800427
  222451/2000000: episode: 320, duration: 9.624s, episode steps: 513, steps per second:  53, episode reward:  7.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 2.441 [0.000, 5.000],  loss: 0.009781, mae: 0.749503, mean_q: 0.924335, mean_eps: 0.800025
  223096/2000000: episode: 321, duration: 12.002s, episode steps: 645, steps per second:  54, episode reward: 11.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.625 [0.000, 5.000],  loss: 0.010312, mae: 0.741089, mean_q: 0.912151, mean_eps: 0.799505
  223672/2000000: episode: 322, duration: 10.479s, episode steps: 576, steps per second:  55, episode reward:  9.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.592 [0.000, 5.000],  loss: 0.010707, mae: 0.748510, mean_q: 0.920170, mean_eps: 0.798956
  224319/2000000: episode: 323, duration: 12.984s, episode steps: 647, steps per second:  50, episode reward: 11.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.580 [0.000, 5.000],  loss: 0.010401, mae: 0.751001, mean_q: 0.925424, mean_eps: 0.798405
  225196/2000000: episode: 324, duration: 16.974s, episode steps: 877, steps per second:  52, episode reward: 20.000, mean reward:  0.023 [ 0.000,  1.000], mean action: 2.434 [0.000, 5.000],  loss: 0.010050, mae: 0.743403, mean_q: 0.917318, mean_eps: 0.797720
  225855/2000000: episode: 325, duration: 11.980s, episode steps: 659, steps per second:  55, episode reward: 11.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.598 [0.000, 5.000],  loss: 0.010169, mae: 0.778505, mean_q: 0.958415, mean_eps: 0.797028
  226740/2000000: episode: 326, duration: 16.609s, episode steps: 885, steps per second:  53, episode reward: 18.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.532 [0.000, 5.000],  loss: 0.010325, mae: 0.771424, mean_q: 0.949816, mean_eps: 0.796334
  227468/2000000: episode: 327, duration: 13.642s, episode steps: 728, steps per second:  53, episode reward: 14.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.466 [0.000, 5.000],  loss: 0.010977, mae: 0.787857, mean_q: 0.967685, mean_eps: 0.795608
  228009/2000000: episode: 328, duration: 10.738s, episode steps: 541, steps per second:  50, episode reward:  8.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.253 [0.000, 5.000],  loss: 0.010869, mae: 0.778479, mean_q: 0.956202, mean_eps: 0.795036
  228522/2000000: episode: 329, duration: 9.636s, episode steps: 513, steps per second:  53, episode reward: 10.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.511 [0.000, 5.000],  loss: 0.009691, mae: 0.778001, mean_q: 0.955889, mean_eps: 0.794561
  229149/2000000: episode: 330, duration: 10.808s, episode steps: 627, steps per second:  58, episode reward: 10.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.332 [0.000, 5.000],  loss: 0.010116, mae: 0.781834, mean_q: 0.959785, mean_eps: 0.794048
  230027/2000000: episode: 331, duration: 15.049s, episode steps: 878, steps per second:  58, episode reward: 19.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.491 [0.000, 5.000],  loss: 0.010976, mae: 0.791155, mean_q: 0.973670, mean_eps: 0.793371
  230743/2000000: episode: 332, duration: 13.696s, episode steps: 716, steps per second:  52, episode reward: 10.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 2.342 [0.000, 5.000],  loss: 0.010909, mae: 0.790844, mean_q: 0.973726, mean_eps: 0.792654
  231205/2000000: episode: 333, duration: 8.651s, episode steps: 462, steps per second:  53, episode reward:  9.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.496 [0.000, 5.000],  loss: 0.011606, mae: 0.807630, mean_q: 0.991468, mean_eps: 0.792123
  231918/2000000: episode: 334, duration: 14.392s, episode steps: 713, steps per second:  50, episode reward: 13.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.499 [0.000, 5.000],  loss: 0.010387, mae: 0.794512, mean_q: 0.977499, mean_eps: 0.791594
  232454/2000000: episode: 335, duration: 9.546s, episode steps: 536, steps per second:  56, episode reward: 11.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.621 [0.000, 5.000],  loss: 0.010527, mae: 0.796245, mean_q: 0.978714, mean_eps: 0.791033
  233433/2000000: episode: 336, duration: 17.379s, episode steps: 979, steps per second:  56, episode reward: 16.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.535 [0.000, 5.000],  loss: 0.010730, mae: 0.795933, mean_q: 0.977751, mean_eps: 0.790350
  233959/2000000: episode: 337, duration: 9.236s, episode steps: 526, steps per second:  57, episode reward:  6.000, mean reward:  0.011 [ 0.000,  1.000], mean action: 2.447 [0.000, 5.000],  loss: 0.011382, mae: 0.787770, mean_q: 0.968159, mean_eps: 0.789674
  234586/2000000: episode: 338, duration: 12.237s, episode steps: 627, steps per second:  51, episode reward:  9.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 2.383 [0.000, 5.000],  loss: 0.010346, mae: 0.789996, mean_q: 0.970279, mean_eps: 0.789155
  235641/2000000: episode: 339, duration: 19.819s, episode steps: 1055, steps per second:  53, episode reward: 22.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.563 [0.000, 5.000],  loss: 0.012526, mae: 0.792032, mean_q: 0.972970, mean_eps: 0.788397
  236018/2000000: episode: 340, duration: 7.744s, episode steps: 377, steps per second:  49, episode reward: 10.000, mean reward:  0.027 [ 0.000,  1.000], mean action: 2.316 [0.000, 5.000],  loss: 0.010812, mae: 0.818276, mean_q: 1.006543, mean_eps: 0.787753
  236493/2000000: episode: 341, duration: 9.469s, episode steps: 475, steps per second:  50, episode reward:  8.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.634 [0.000, 5.000],  loss: 0.011886, mae: 0.786470, mean_q: 0.966289, mean_eps: 0.787370
  237019/2000000: episode: 342, duration: 11.002s, episode steps: 526, steps per second:  48, episode reward:  9.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.462 [0.000, 5.000],  loss: 0.011510, mae: 0.805270, mean_q: 0.988339, mean_eps: 0.786920
  237838/2000000: episode: 343, duration: 19.906s, episode steps: 819, steps per second:  41, episode reward: 16.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.558 [0.000, 5.000],  loss: 0.011453, mae: 0.810670, mean_q: 0.993532, mean_eps: 0.786315
  238457/2000000: episode: 344, duration: 12.303s, episode steps: 619, steps per second:  50, episode reward: 12.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.452 [0.000, 5.000],  loss: 0.010549, mae: 0.805381, mean_q: 0.987838, mean_eps: 0.785667
  238958/2000000: episode: 345, duration: 9.817s, episode steps: 501, steps per second:  51, episode reward:  7.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 2.415 [0.000, 5.000],  loss: 0.010935, mae: 0.811208, mean_q: 0.996146, mean_eps: 0.785163
  239712/2000000: episode: 346, duration: 14.370s, episode steps: 754, steps per second:  52, episode reward: 16.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.353 [0.000, 5.000],  loss: 0.009706, mae: 0.801025, mean_q: 0.984398, mean_eps: 0.784599
  240248/2000000: episode: 347, duration: 10.097s, episode steps: 536, steps per second:  53, episode reward: 10.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.410 [0.000, 5.000],  loss: 0.009486, mae: 0.822231, mean_q: 1.007983, mean_eps: 0.784020
  240877/2000000: episode: 348, duration: 12.250s, episode steps: 629, steps per second:  51, episode reward: 10.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.459 [0.000, 5.000],  loss: 0.009750, mae: 0.836624, mean_q: 1.026710, mean_eps: 0.783494
  241371/2000000: episode: 349, duration: 9.502s, episode steps: 494, steps per second:  52, episode reward:  7.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 2.569 [0.000, 5.000],  loss: 0.012161, mae: 0.846051, mean_q: 1.037337, mean_eps: 0.782988
  241922/2000000: episode: 350, duration: 11.622s, episode steps: 551, steps per second:  47, episode reward:  7.000, mean reward:  0.013 [ 0.000,  1.000], mean action: 2.445 [0.000, 5.000],  loss: 0.010856, mae: 0.840513, mean_q: 1.028883, mean_eps: 0.782519
  242472/2000000: episode: 351, duration: 10.957s, episode steps: 550, steps per second:  50, episode reward: 11.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.382 [0.000, 5.000],  loss: 0.009821, mae: 0.836418, mean_q: 1.023768, mean_eps: 0.782024
  242892/2000000: episode: 352, duration: 9.997s, episode steps: 420, steps per second:  42, episode reward:  5.000, mean reward:  0.012 [ 0.000,  1.000], mean action: 2.352 [0.000, 5.000],  loss: 0.011313, mae: 0.850083, mean_q: 1.040606, mean_eps: 0.781588
  243665/2000000: episode: 353, duration: 18.223s, episode steps: 773, steps per second:  42, episode reward: 13.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.498 [0.000, 5.000],  loss: 0.011023, mae: 0.833743, mean_q: 1.022082, mean_eps: 0.781050
  244499/2000000: episode: 354, duration: 16.666s, episode steps: 834, steps per second:  50, episode reward: 17.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.584 [0.000, 5.000],  loss: 0.012096, mae: 0.844686, mean_q: 1.037120, mean_eps: 0.780326
  245433/2000000: episode: 355, duration: 20.052s, episode steps: 934, steps per second:  47, episode reward: 22.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 2.534 [0.000, 5.000],  loss: 0.011789, mae: 0.860344, mean_q: 1.053371, mean_eps: 0.779531
  245817/2000000: episode: 356, duration: 8.251s, episode steps: 384, steps per second:  47, episode reward:  4.000, mean reward:  0.010 [ 0.000,  1.000], mean action: 2.286 [0.000, 5.000],  loss: 0.011141, mae: 0.890213, mean_q: 1.091964, mean_eps: 0.778937
  246468/2000000: episode: 357, duration: 14.945s, episode steps: 651, steps per second:  44, episode reward:  8.000, mean reward:  0.012 [ 0.000,  1.000], mean action: 2.407 [0.000, 5.000],  loss: 0.012130, mae: 0.866716, mean_q: 1.063787, mean_eps: 0.778472
  246987/2000000: episode: 358, duration: 10.245s, episode steps: 519, steps per second:  51, episode reward:  9.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.601 [0.000, 5.000],  loss: 0.012039, mae: 0.881276, mean_q: 1.084617, mean_eps: 0.777947
  247429/2000000: episode: 359, duration: 8.802s, episode steps: 442, steps per second:  50, episode reward:  6.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 2.457 [0.000, 5.000],  loss: 0.011352, mae: 0.876233, mean_q: 1.075293, mean_eps: 0.777513
  247836/2000000: episode: 360, duration: 7.747s, episode steps: 407, steps per second:  53, episode reward:  6.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.440 [0.000, 5.000],  loss: 0.010447, mae: 0.868926, mean_q: 1.066654, mean_eps: 0.777131
  248741/2000000: episode: 361, duration: 18.769s, episode steps: 905, steps per second:  48, episode reward: 15.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.397 [0.000, 5.000],  loss: 0.010660, mae: 0.874080, mean_q: 1.072870, mean_eps: 0.776541
  249124/2000000: episode: 362, duration: 8.234s, episode steps: 383, steps per second:  47, episode reward:  4.000, mean reward:  0.010 [ 0.000,  1.000], mean action: 2.467 [0.000, 5.000],  loss: 0.011537, mae: 0.870480, mean_q: 1.067286, mean_eps: 0.775961
  250160/2000000: episode: 363, duration: 20.392s, episode steps: 1036, steps per second:  51, episode reward: 18.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.413 [0.000, 5.000],  loss: 0.010635, mae: 0.881056, mean_q: 1.078343, mean_eps: 0.775324
  250632/2000000: episode: 364, duration: 9.824s, episode steps: 472, steps per second:  48, episode reward:  9.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.424 [0.000, 5.000],  loss: 0.010117, mae: 0.910181, mean_q: 1.113836, mean_eps: 0.774645
  251596/2000000: episode: 365, duration: 18.765s, episode steps: 964, steps per second:  51, episode reward: 16.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.481 [0.000, 5.000],  loss: 0.012149, mae: 0.904511, mean_q: 1.106652, mean_eps: 0.773999
  252242/2000000: episode: 366, duration: 13.168s, episode steps: 646, steps per second:  49, episode reward: 12.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.525 [0.000, 5.000],  loss: 0.010642, mae: 0.898138, mean_q: 1.098297, mean_eps: 0.773274
  252695/2000000: episode: 367, duration: 10.070s, episode steps: 453, steps per second:  45, episode reward:  7.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.450 [0.000, 5.000],  loss: 0.013557, mae: 0.908358, mean_q: 1.110443, mean_eps: 0.772779
  253232/2000000: episode: 368, duration: 12.440s, episode steps: 537, steps per second:  43, episode reward:  8.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.268 [0.000, 5.000],  loss: 0.011629, mae: 0.896452, mean_q: 1.094853, mean_eps: 0.772334
  254080/2000000: episode: 369, duration: 19.873s, episode steps: 848, steps per second:  43, episode reward: 15.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.513 [0.000, 5.000],  loss: 0.012699, mae: 0.906198, mean_q: 1.107346, mean_eps: 0.771711
  254430/2000000: episode: 370, duration: 8.020s, episode steps: 350, steps per second:  44, episode reward:  5.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 2.594 [0.000, 5.000],  loss: 0.012011, mae: 0.900029, mean_q: 1.099531, mean_eps: 0.771171
  254911/2000000: episode: 371, duration: 11.209s, episode steps: 481, steps per second:  43, episode reward:  9.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.324 [0.000, 5.000],  loss: 0.012110, mae: 0.899123, mean_q: 1.098117, mean_eps: 0.770797
  255948/2000000: episode: 372, duration: 24.189s, episode steps: 1037, steps per second:  43, episode reward: 17.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.576 [0.000, 5.000],  loss: 0.011125, mae: 0.918197, mean_q: 1.121428, mean_eps: 0.770115
  256564/2000000: episode: 373, duration: 13.368s, episode steps: 616, steps per second:  46, episode reward: 10.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.380 [0.000, 5.000],  loss: 0.014293, mae: 0.934332, mean_q: 1.140374, mean_eps: 0.769371
  257349/2000000: episode: 374, duration: 17.854s, episode steps: 785, steps per second:  44, episode reward: 12.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.456 [0.000, 5.000],  loss: 0.012311, mae: 0.930970, mean_q: 1.137681, mean_eps: 0.768740
  258372/2000000: episode: 375, duration: 21.882s, episode steps: 1023, steps per second:  47, episode reward: 17.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.518 [0.000, 5.000],  loss: 0.010520, mae: 0.929423, mean_q: 1.135934, mean_eps: 0.767926
  259139/2000000: episode: 376, duration: 15.621s, episode steps: 767, steps per second:  49, episode reward: 13.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.389 [0.000, 5.000],  loss: 0.010182, mae: 0.925987, mean_q: 1.132559, mean_eps: 0.767121
  259747/2000000: episode: 377, duration: 13.760s, episode steps: 608, steps per second:  44, episode reward: 10.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.360 [0.000, 5.000],  loss: 0.010694, mae: 0.926940, mean_q: 1.133507, mean_eps: 0.766502
  260687/2000000: episode: 378, duration: 20.864s, episode steps: 940, steps per second:  45, episode reward: 16.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.537 [0.000, 5.000],  loss: 0.011228, mae: 0.957903, mean_q: 1.171274, mean_eps: 0.765806
  261961/2000000: episode: 379, duration: 26.567s, episode steps: 1274, steps per second:  48, episode reward: 22.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.497 [0.000, 5.000],  loss: 0.011890, mae: 0.959361, mean_q: 1.171912, mean_eps: 0.764808
  262779/2000000: episode: 380, duration: 18.050s, episode steps: 818, steps per second:  45, episode reward: 13.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.522 [0.000, 5.000],  loss: 0.011981, mae: 0.961452, mean_q: 1.175318, mean_eps: 0.763867
  263198/2000000: episode: 381, duration: 9.413s, episode steps: 419, steps per second:  45, episode reward:  6.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 2.220 [0.000, 5.000],  loss: 0.012253, mae: 0.969836, mean_q: 1.183799, mean_eps: 0.763311
  263709/2000000: episode: 382, duration: 9.865s, episode steps: 511, steps per second:  52, episode reward:  6.000, mean reward:  0.012 [ 0.000,  1.000], mean action: 2.564 [0.000, 5.000],  loss: 0.010618, mae: 0.954752, mean_q: 1.165196, mean_eps: 0.762891
  264262/2000000: episode: 383, duration: 10.117s, episode steps: 553, steps per second:  55, episode reward:  8.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 2.573 [0.000, 5.000],  loss: 0.010403, mae: 0.967075, mean_q: 1.181972, mean_eps: 0.762413
  264938/2000000: episode: 384, duration: 12.561s, episode steps: 676, steps per second:  54, episode reward: 12.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.439 [0.000, 5.000],  loss: 0.012363, mae: 0.958568, mean_q: 1.171435, mean_eps: 0.761860
  265483/2000000: episode: 385, duration: 11.550s, episode steps: 545, steps per second:  47, episode reward:  9.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.606 [0.000, 5.000],  loss: 0.012816, mae: 1.017103, mean_q: 1.243228, mean_eps: 0.761311
  266048/2000000: episode: 386, duration: 11.289s, episode steps: 565, steps per second:  50, episode reward: 11.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.513 [0.000, 5.000],  loss: 0.010139, mae: 1.015464, mean_q: 1.239973, mean_eps: 0.760812
  266542/2000000: episode: 387, duration: 10.194s, episode steps: 494, steps per second:  48, episode reward:  9.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.393 [0.000, 5.000],  loss: 0.012159, mae: 1.021697, mean_q: 1.247795, mean_eps: 0.760335
  267271/2000000: episode: 388, duration: 14.314s, episode steps: 729, steps per second:  51, episode reward: 14.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.381 [0.000, 5.000],  loss: 0.012025, mae: 1.003112, mean_q: 1.226657, mean_eps: 0.759785
  267832/2000000: episode: 389, duration: 11.006s, episode steps: 561, steps per second:  51, episode reward: 10.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.430 [0.000, 5.000],  loss: 0.013159, mae: 1.019768, mean_q: 1.247359, mean_eps: 0.759205
  268575/2000000: episode: 390, duration: 16.106s, episode steps: 743, steps per second:  46, episode reward: 14.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.620 [0.000, 5.000],  loss: 0.011837, mae: 1.029255, mean_q: 1.258083, mean_eps: 0.758618
  269109/2000000: episode: 391, duration: 11.542s, episode steps: 534, steps per second:  46, episode reward: 10.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.511 [0.000, 5.000],  loss: 0.011987, mae: 1.020123, mean_q: 1.245560, mean_eps: 0.758042
  269504/2000000: episode: 392, duration: 8.949s, episode steps: 395, steps per second:  44, episode reward:  7.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.218 [0.000, 5.000],  loss: 0.011977, mae: 1.017370, mean_q: 1.242712, mean_eps: 0.757625
  270046/2000000: episode: 393, duration: 11.985s, episode steps: 542, steps per second:  45, episode reward: 10.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.328 [0.000, 5.000],  loss: 0.011940, mae: 1.013921, mean_q: 1.237956, mean_eps: 0.757203
  270696/2000000: episode: 394, duration: 14.757s, episode steps: 650, steps per second:  44, episode reward: 10.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.411 [0.000, 5.000],  loss: 0.011888, mae: 1.056606, mean_q: 1.290688, mean_eps: 0.756667
  271573/2000000: episode: 395, duration: 19.816s, episode steps: 877, steps per second:  44, episode reward: 17.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.481 [0.000, 5.000],  loss: 0.013908, mae: 1.047047, mean_q: 1.279415, mean_eps: 0.755979
  272231/2000000: episode: 396, duration: 14.556s, episode steps: 658, steps per second:  45, episode reward:  9.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 2.246 [0.000, 5.000],  loss: 0.012057, mae: 1.046907, mean_q: 1.278797, mean_eps: 0.755288
  273361/2000000: episode: 397, duration: 23.596s, episode steps: 1130, steps per second:  48, episode reward: 20.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.499 [0.000, 5.000],  loss: 0.011908, mae: 1.044366, mean_q: 1.274298, mean_eps: 0.754484
  273872/2000000: episode: 398, duration: 10.026s, episode steps: 511, steps per second:  51, episode reward:  9.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.442 [0.000, 5.000],  loss: 0.012847, mae: 1.052339, mean_q: 1.283611, mean_eps: 0.753746
  274616/2000000: episode: 399, duration: 15.035s, episode steps: 744, steps per second:  49, episode reward: 11.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.411 [0.000, 5.000],  loss: 0.011991, mae: 1.036267, mean_q: 1.265398, mean_eps: 0.753182
  275213/2000000: episode: 400, duration: 11.634s, episode steps: 597, steps per second:  51, episode reward:  9.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.273 [0.000, 5.000],  loss: 0.012181, mae: 1.048995, mean_q: 1.281273, mean_eps: 0.752577
  275768/2000000: episode: 401, duration: 11.179s, episode steps: 555, steps per second:  50, episode reward: 12.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.528 [0.000, 5.000],  loss: 0.011672, mae: 1.087993, mean_q: 1.330244, mean_eps: 0.752059
  276225/2000000: episode: 402, duration: 9.702s, episode steps: 457, steps per second:  47, episode reward:  7.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.295 [0.000, 5.000],  loss: 0.011638, mae: 1.079395, mean_q: 1.317422, mean_eps: 0.751604
  276801/2000000: episode: 403, duration: 14.175s, episode steps: 576, steps per second:  41, episode reward:  7.000, mean reward:  0.012 [ 0.000,  1.000], mean action: 2.469 [0.000, 5.000],  loss: 0.011510, mae: 1.066861, mean_q: 1.302899, mean_eps: 0.751137
  277686/2000000: episode: 404, duration: 21.302s, episode steps: 885, steps per second:  42, episode reward: 17.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.488 [0.000, 5.000],  loss: 0.012661, mae: 1.072350, mean_q: 1.308671, mean_eps: 0.750480
  278210/2000000: episode: 405, duration: 11.134s, episode steps: 524, steps per second:  47, episode reward:  8.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.475 [0.000, 5.000],  loss: 0.011209, mae: 1.079168, mean_q: 1.316847, mean_eps: 0.749847
  279096/2000000: episode: 406, duration: 18.977s, episode steps: 886, steps per second:  47, episode reward: 19.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.444 [0.000, 5.000],  loss: 0.012318, mae: 1.076642, mean_q: 1.312868, mean_eps: 0.749213
  279466/2000000: episode: 407, duration: 8.201s, episode steps: 370, steps per second:  45, episode reward:  9.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 2.438 [0.000, 5.000],  loss: 0.013345, mae: 1.085152, mean_q: 1.321260, mean_eps: 0.748648
  280262/2000000: episode: 408, duration: 16.915s, episode steps: 796, steps per second:  47, episode reward: 13.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.486 [0.000, 5.000],  loss: 0.012225, mae: 1.087733, mean_q: 1.327663, mean_eps: 0.748122
  280887/2000000: episode: 409, duration: 11.567s, episode steps: 625, steps per second:  54, episode reward:  8.000, mean reward:  0.013 [ 0.000,  1.000], mean action: 2.438 [0.000, 5.000],  loss: 0.011269, mae: 1.126592, mean_q: 1.375478, mean_eps: 0.747483
  281436/2000000: episode: 410, duration: 11.043s, episode steps: 549, steps per second:  50, episode reward: 10.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.330 [0.000, 5.000],  loss: 0.012031, mae: 1.111867, mean_q: 1.356251, mean_eps: 0.746956
  282459/2000000: episode: 411, duration: 21.357s, episode steps: 1023, steps per second:  48, episode reward: 19.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.405 [0.000, 5.000],  loss: 0.011963, mae: 1.110125, mean_q: 1.353984, mean_eps: 0.746249
  282987/2000000: episode: 412, duration: 11.550s, episode steps: 528, steps per second:  46, episode reward:  9.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.572 [0.000, 5.000],  loss: 0.012157, mae: 1.118270, mean_q: 1.364452, mean_eps: 0.745550
  283604/2000000: episode: 413, duration: 12.895s, episode steps: 617, steps per second:  48, episode reward: 10.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.426 [0.000, 5.000],  loss: 0.012130, mae: 1.117689, mean_q: 1.362254, mean_eps: 0.745035
  284067/2000000: episode: 414, duration: 9.479s, episode steps: 463, steps per second:  49, episode reward:  7.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.609 [0.000, 5.000],  loss: 0.012486, mae: 1.113805, mean_q: 1.356635, mean_eps: 0.744549
  284925/2000000: episode: 415, duration: 17.194s, episode steps: 858, steps per second:  50, episode reward: 17.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.552 [0.000, 5.000],  loss: 0.012416, mae: 1.112396, mean_q: 1.356695, mean_eps: 0.743954
  285806/2000000: episode: 416, duration: 18.475s, episode steps: 881, steps per second:  48, episode reward: 15.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.533 [0.000, 5.000],  loss: 0.011817, mae: 1.117548, mean_q: 1.362741, mean_eps: 0.743171
