25567/600000: episode: 36, duration: 13.727s, episode steps: 610, steps per second:  44, episode reward:  9.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.430 [0.000, 5.000],  loss: 0.007192, mae: 0.048469, mean_q: 0.077000, mean_eps: 0.949432
 153496/600000: episode: 222, duration: 32.750s, episode steps: 1222, steps per second:  37, episode reward: 24.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.546 [0.000, 5.000],  loss: 0.008692, mae: 0.758323, mean_q: 0.927740, mean_eps: 0.694232
 154324/600000: episode: 223, duration: 21.090s, episode steps: 828, steps per second:  39, episode reward: 14.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.594 [0.000, 5.000],  loss: 0.010105, mae: 0.756391, mean_q: 0.925019, mean_eps: 0.692184
 154934/600000: episode: 224, duration: 16.816s, episode steps: 610, steps per second:  36, episode reward:  6.000, mean reward:  0.010 [ 0.000,  1.000], mean action: 2.644 [0.000, 5.000],  loss: 0.008073, mae: 0.767391, mean_q: 0.938659, mean_eps: 0.690744
 156075/600000: episode: 225, duration: 34.017s, episode steps: 1141, steps per second:  34, episode reward: 17.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.578 [0.000, 5.000],  loss: 0.009978, mae: 0.778061, mean_q: 0.951240, mean_eps: 0.688992
 156568/600000: episode: 226, duration: 10.566s, episode steps: 493, steps per second:  47, episode reward:  5.000, mean reward:  0.010 [ 0.000,  1.000], mean action: 2.501 [0.000, 5.000],  loss: 0.009530, mae: 0.763605, mean_q: 0.934151, mean_eps: 0.687360
 157342/600000: episode: 227, duration: 19.435s, episode steps: 774, steps per second:  40, episode reward: 12.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.680 [0.000, 5.000],  loss: 0.009477, mae: 0.778931, mean_q: 0.952663, mean_eps: 0.686092
 157976/600000: episode: 228, duration: 14.959s, episode steps: 634, steps per second:  42, episode reward:  9.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 2.536 [0.000, 5.000],  loss: 0.009435, mae: 0.777502, mean_q: 0.949311, mean_eps: 0.684684
 158392/600000: episode: 229, duration: 10.706s, episode steps: 416, steps per second:  39, episode reward:  5.000, mean reward:  0.012 [ 0.000,  1.000], mean action: 2.724 [0.000, 5.000],  loss: 0.010446, mae: 0.772030, mean_q: 0.944251, mean_eps: 0.683636
 159270/600000: episode: 230, duration: 21.695s, episode steps: 878, steps per second:  40, episode reward: 15.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.325 [0.000, 5.000],  loss: 0.009651, mae: 0.783086, mean_q: 0.955998, mean_eps: 0.682340
 159791/600000: episode: 231, duration: 14.079s, episode steps: 521, steps per second:  37, episode reward:  7.000, mean reward:  0.013 [ 0.000,  1.000], mean action: 2.524 [0.000, 5.000],  loss: 0.010052, mae: 0.780121, mean_q: 0.953871, mean_eps: 0.680940
 160308/600000: episode: 232, duration: 15.072s, episode steps: 517, steps per second:  34, episode reward: 10.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.619 [0.000, 5.000],  loss: 0.009554, mae: 0.789359, mean_q: 0.966707, mean_eps: 0.679904
 160674/600000: episode: 233, duration: 10.251s, episode steps: 366, steps per second:  36, episode reward:  3.000, mean reward:  0.008 [ 0.000,  1.000], mean action: 2.585 [0.000, 5.000],  loss: 0.009000, mae: 0.787970, mean_q: 0.962615, mean_eps: 0.679020
 161339/600000: episode: 234, duration: 16.795s, episode steps: 665, steps per second:  40, episode reward:  8.000, mean reward:  0.012 [ 0.000,  1.000], mean action: 2.350 [0.000, 5.000],  loss: 0.010048, mae: 0.797431, mean_q: 0.975242, mean_eps: 0.677988
 161839/600000: episode: 235, duration: 12.379s, episode steps: 500, steps per second:  40, episode reward:  5.000, mean reward:  0.010 [ 0.000,  1.000], mean action: 2.362 [0.000, 5.000],  loss: 0.009192, mae: 0.792590, mean_q: 0.969976, mean_eps: 0.676824
 162362/600000: episode: 236, duration: 13.076s, episode steps: 523, steps per second:  40, episode reward:  8.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.455 [0.000, 5.000],  loss: 0.010973, mae: 0.792666, mean_q: 0.968852, mean_eps: 0.675800
 163044/600000: episode: 237, duration: 16.206s, episode steps: 682, steps per second:  42, episode reward: 10.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.444 [0.000, 5.000],  loss: 0.008246, mae: 0.793610, mean_q: 0.971082, mean_eps: 0.674596
 163578/600000: episode: 238, duration: 11.408s, episode steps: 534, steps per second:  47, episode reward:  9.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.470 [0.000, 5.000],  loss: 0.010200, mae: 0.794009, mean_q: 0.970188, mean_eps: 0.673380
 164216/600000: episode: 239, duration: 13.780s, episode steps: 638, steps per second:  46, episode reward: 10.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.257 [0.000, 5.000],  loss: 0.009300, mae: 0.800833, mean_q: 0.979189, mean_eps: 0.672208
 164723/600000: episode: 240, duration: 13.336s, episode steps: 507, steps per second:  38, episode reward:  5.000, mean reward:  0.010 [ 0.000,  1.000], mean action: 2.181 [0.000, 5.000],  loss: 0.010282, mae: 0.802594, mean_q: 0.981081, mean_eps: 0.671064
 165231/600000: episode: 241, duration: 14.252s, episode steps: 508, steps per second:  36, episode reward: 10.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.673 [0.000, 5.000],  loss: 0.007898, mae: 0.799380, mean_q: 0.978578, mean_eps: 0.670048
 165883/600000: episode: 242, duration: 16.750s, episode steps: 652, steps per second:  39, episode reward: 11.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.456 [0.000, 5.000],  loss: 0.010733, mae: 0.821586, mean_q: 1.005016, mean_eps: 0.668888
 166541/600000: episode: 243, duration: 15.811s, episode steps: 658, steps per second:  42, episode reward: 12.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.585 [0.000, 5.000],  loss: 0.010986, mae: 0.830547, mean_q: 1.017291, mean_eps: 0.667576
 167108/600000: episode: 244, duration: 13.688s, episode steps: 567, steps per second:  41, episode reward: 11.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.732 [0.000, 5.000],  loss: 0.009782, mae: 0.809931, mean_q: 0.991423, mean_eps: 0.666352
 167624/600000: episode: 245, duration: 13.245s, episode steps: 516, steps per second:  39, episode reward: 10.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.254 [0.000, 5.000],  loss: 0.011648, mae: 0.817172, mean_q: 0.999748, mean_eps: 0.665272
 168129/600000: episode: 246, duration: 12.674s, episode steps: 505, steps per second:  40, episode reward:  4.000, mean reward:  0.008 [ 0.000,  1.000], mean action: 2.390 [0.000, 5.000],  loss: 0.009238, mae: 0.812085, mean_q: 0.995149, mean_eps: 0.664248
 169055/600000: episode: 247, duration: 23.823s, episode steps: 926, steps per second:  39, episode reward: 23.000, mean reward:  0.025 [ 0.000,  1.000], mean action: 2.509 [0.000, 5.000],  loss: 0.009212, mae: 0.819689, mean_q: 1.002409, mean_eps: 0.662816
 170142/600000: episode: 248, duration: 33.827s, episode steps: 1087, steps per second:  32, episode reward: 19.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.351 [0.000, 5.000],  loss: 0.010663, mae: 0.822511, mean_q: 1.005627, mean_eps: 0.660804
 170917/600000: episode: 249, duration: 19.959s, episode steps: 775, steps per second:  39, episode reward: 11.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 2.697 [0.000, 5.000],  loss: 0.009950, mae: 0.877176, mean_q: 1.071972, mean_eps: 0.658940
 171562/600000: episode: 250, duration: 20.406s, episode steps: 645, steps per second:  32, episode reward: 14.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.451 [0.000, 5.000],  loss: 0.008799, mae: 0.877106, mean_q: 1.071164, mean_eps: 0.657520
 171954/600000: episode: 251, duration: 11.013s, episode steps: 392, steps per second:  36, episode reward:  8.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.610 [0.000, 5.000],  loss: 0.009050, mae: 0.873440, mean_q: 1.067535, mean_eps: 0.656484
 173154/600000: episode: 252, duration: 33.232s, episode steps: 1200, steps per second:  36, episode reward: 26.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.482 [0.000, 5.000],  loss: 0.009442, mae: 0.860432, mean_q: 1.052624, mean_eps: 0.654892
 173571/600000: episode: 253, duration: 10.872s, episode steps: 417, steps per second:  38, episode reward:  7.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.736 [0.000, 5.000],  loss: 0.009910, mae: 0.869455, mean_q: 1.062368, mean_eps: 0.653276
 174287/600000: episode: 254, duration: 19.936s, episode steps: 716, steps per second:  36, episode reward: 12.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.404 [0.000, 5.000],  loss: 0.011103, mae: 0.875376, mean_q: 1.069015, mean_eps: 0.652144
 174745/600000: episode: 255, duration: 10.446s, episode steps: 458, steps per second:  44, episode reward:  5.000, mean reward:  0.011 [ 0.000,  1.000], mean action: 2.179 [0.000, 5.000],  loss: 0.010645, mae: 0.871060, mean_q: 1.062826, mean_eps: 0.650968
 175245/600000: episode: 256, duration: 11.107s, episode steps: 500, steps per second:  45, episode reward:  8.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.404 [0.000, 5.000],  loss: 0.010266, mae: 0.914808, mean_q: 1.116328, mean_eps: 0.650008
 176182/600000: episode: 257, duration: 22.076s, episode steps: 937, steps per second:  42, episode reward: 14.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.680 [0.000, 5.000],  loss: 0.010043, mae: 0.921781, mean_q: 1.124809, mean_eps: 0.648572
 176809/600000: episode: 258, duration: 14.787s, episode steps: 627, steps per second:  42, episode reward: 10.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.244 [0.000, 5.000],  loss: 0.010906, mae: 0.917796, mean_q: 1.120407, mean_eps: 0.647008
 177760/600000: episode: 259, duration: 21.169s, episode steps: 951, steps per second:  45, episode reward:  9.000, mean reward:  0.009 [ 0.000,  1.000], mean action: 2.260 [0.000, 5.000],  loss: 0.010152, mae: 0.918164, mean_q: 1.120656, mean_eps: 0.645432
 178591/600000: episode: 260, duration: 19.032s, episode steps: 831, steps per second:  44, episode reward: 10.000, mean reward:  0.012 [ 0.000,  1.000], mean action: 2.205 [0.000, 5.000],  loss: 0.011950, mae: 0.927090, mean_q: 1.130771, mean_eps: 0.643652
 178981/600000: episode: 261, duration: 10.619s, episode steps: 390, steps per second:  37, episode reward:  6.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.718 [0.000, 5.000],  loss: 0.008662, mae: 0.928134, mean_q: 1.133719, mean_eps: 0.642428
 180063/600000: episode: 262, duration: 28.070s, episode steps: 1082, steps per second:  39, episode reward: 23.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.530 [0.000, 5.000],  loss: 0.009283, mae: 0.935834, mean_q: 1.142427, mean_eps: 0.640956
 180658/600000: episode: 263, duration: 16.315s, episode steps: 595, steps per second:  36, episode reward:  6.000, mean reward:  0.010 [ 0.000,  1.000], mean action: 2.639 [0.000, 5.000],  loss: 0.010615, mae: 0.942380, mean_q: 1.151974, mean_eps: 0.639280
 181316/600000: episode: 264, duration: 17.527s, episode steps: 658, steps per second:  38, episode reward: 10.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.593 [0.000, 5.000],  loss: 0.012188, mae: 0.938463, mean_q: 1.145663, mean_eps: 0.638028
 182050/600000: episode: 265, duration: 22.057s, episode steps: 734, steps per second:  33, episode reward: 12.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.526 [0.000, 5.000],  loss: 0.011894, mae: 0.930121, mean_q: 1.135782, mean_eps: 0.636636
 182709/600000: episode: 266, duration: 17.332s, episode steps: 659, steps per second:  38, episode reward: 12.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.539 [0.000, 5.000],  loss: 0.010460, mae: 0.918469, mean_q: 1.121486, mean_eps: 0.635240
 183107/600000: episode: 267, duration: 12.308s, episode steps: 398, steps per second:  32, episode reward:  7.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.432 [0.000, 5.000],  loss: 0.010608, mae: 0.921584, mean_q: 1.124428, mean_eps: 0.634184
 183482/600000: episode: 268, duration: 11.104s, episode steps: 375, steps per second:  34, episode reward:  4.000, mean reward:  0.011 [ 0.000,  1.000], mean action: 2.403 [0.000, 5.000],  loss: 0.010698, mae: 0.933613, mean_q: 1.142720, mean_eps: 0.633412
 184153/600000: episode: 269, duration: 18.782s, episode steps: 671, steps per second:  36, episode reward:  9.000, mean reward:  0.013 [ 0.000,  1.000], mean action: 2.444 [0.000, 5.000],  loss: 0.010087, mae: 0.918858, mean_q: 1.123706, mean_eps: 0.632364
 185282/600000: episode: 270, duration: 30.780s, episode steps: 1129, steps per second:  37, episode reward: 18.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.399 [0.000, 5.000],  loss: 0.010614, mae: 0.940511, mean_q: 1.148075, mean_eps: 0.630564
 185806/600000: episode: 271, duration: 15.994s, episode steps: 524, steps per second:  33, episode reward:  7.000, mean reward:  0.013 [ 0.000,  1.000], mean action: 2.534 [0.000, 5.000],  loss: 0.011180, mae: 0.982752, mean_q: 1.199721, mean_eps: 0.628912
 186556/600000: episode: 272, duration: 19.808s, episode steps: 750, steps per second:  38, episode reward: 14.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.491 [0.000, 5.000],  loss: 0.010373, mae: 0.974164, mean_q: 1.191143, mean_eps: 0.627640
 187097/600000: episode: 273, duration: 15.531s, episode steps: 541, steps per second:  35, episode reward: 11.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.505 [0.000, 5.000],  loss: 0.009361, mae: 0.957628, mean_q: 1.168412, mean_eps: 0.626348
 187747/600000: episode: 274, duration: 18.632s, episode steps: 650, steps per second:  35, episode reward: 12.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.502 [0.000, 5.000],  loss: 0.010421, mae: 0.965879, mean_q: 1.178085, mean_eps: 0.625156
 188264/600000: episode: 275, duration: 13.753s, episode steps: 517, steps per second:  38, episode reward:  8.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.195 [0.000, 5.000],  loss: 0.010169, mae: 0.966751, mean_q: 1.180902, mean_eps: 0.623992
 189103/600000: episode: 276, duration: 18.832s, episode steps: 839, steps per second:  45, episode reward: 18.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.466 [0.000, 5.000],  loss: 0.010053, mae: 0.965438, mean_q: 1.178162, mean_eps: 0.622636
 189579/600000: episode: 277, duration: 12.703s, episode steps: 476, steps per second:  37, episode reward: 11.000, mean reward:  0.023 [ 0.000,  1.000], mean action: 2.637 [0.000, 5.000],  loss: 0.008994, mae: 0.969607, mean_q: 1.183539, mean_eps: 0.621320
 190377/600000: episode: 278, duration: 21.456s, episode steps: 798, steps per second:  37, episode reward: 14.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.593 [0.000, 5.000],  loss: 0.010700, mae: 0.984073, mean_q: 1.201252, mean_eps: 0.620044
 191040/600000: episode: 279, duration: 15.120s, episode steps: 663, steps per second:  44, episode reward: 11.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.468 [0.000, 5.000],  loss: 0.012065, mae: 0.976384, mean_q: 1.190633, mean_eps: 0.618584
 191827/600000: episode: 280, duration: 18.864s, episode steps: 787, steps per second:  42, episode reward: 13.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.417 [0.000, 5.000],  loss: 0.011412, mae: 0.971155, mean_q: 1.185377, mean_eps: 0.617136
 192787/600000: episode: 281, duration: 28.103s, episode steps: 960, steps per second:  34, episode reward: 25.000, mean reward:  0.026 [ 0.000,  1.000], mean action: 2.378 [0.000, 5.000],  loss: 0.010862, mae: 0.966581, mean_q: 1.179634, mean_eps: 0.615388
 193441/600000: episode: 282, duration: 16.067s, episode steps: 654, steps per second:  41, episode reward: 11.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.485 [0.000, 5.000],  loss: 0.010589, mae: 0.975633, mean_q: 1.192968, mean_eps: 0.613772
 194053/600000: episode: 283, duration: 17.861s, episode steps: 612, steps per second:  34, episode reward: 10.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.608 [0.000, 5.000],  loss: 0.011744, mae: 0.977029, mean_q: 1.194202, mean_eps: 0.612504
 194958/600000: episode: 284, duration: 27.077s, episode steps: 905, steps per second:  33, episode reward: 18.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.690 [0.000, 5.000],  loss: 0.011135, mae: 0.982286, mean_q: 1.200307, mean_eps: 0.610988
 195574/600000: episode: 285, duration: 16.992s, episode steps: 616, steps per second:  36, episode reward:  8.000, mean reward:  0.013 [ 0.000,  1.000], mean action: 2.438 [0.000, 5.000],  loss: 0.011061, mae: 0.994552, mean_q: 1.214507, mean_eps: 0.609468
 196440/600000: episode: 286, duration: 25.235s, episode steps: 866, steps per second:  34, episode reward: 16.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.536 [0.000, 5.000],  loss: 0.010714, mae: 0.994128, mean_q: 1.213761, mean_eps: 0.607988
 196932/600000: episode: 287, duration: 14.131s, episode steps: 492, steps per second:  35, episode reward:  9.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.400 [0.000, 5.000],  loss: 0.012767, mae: 1.017149, mean_q: 1.241692, mean_eps: 0.606632
 197304/600000: episode: 288, duration: 9.245s, episode steps: 372, steps per second:  40, episode reward:  6.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.126 [0.000, 5.000],  loss: 0.011173, mae: 0.991746, mean_q: 1.211772, mean_eps: 0.605768
 197952/600000: episode: 289, duration: 16.829s, episode steps: 648, steps per second:  39, episode reward: 11.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.233 [0.000, 5.000],  loss: 0.011071, mae: 0.994637, mean_q: 1.216261, mean_eps: 0.604748
 198369/600000: episode: 290, duration: 11.613s, episode steps: 417, steps per second:  36, episode reward:  7.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.909 [0.000, 5.000],  loss: 0.011841, mae: 1.003844, mean_q: 1.226873, mean_eps: 0.603680
 198861/600000: episode: 291, duration: 13.318s, episode steps: 492, steps per second:  37, episode reward:  6.000, mean reward:  0.012 [ 0.000,  1.000], mean action: 2.730 [0.000, 5.000],  loss: 0.010499, mae: 0.986672, mean_q: 1.206515, mean_eps: 0.602768
 199341/600000: episode: 292, duration: 13.109s, episode steps: 480, steps per second:  37, episode reward:  3.000, mean reward:  0.006 [ 0.000,  1.000], mean action: 2.275 [0.000, 5.000],  loss: 0.011094, mae: 1.013251, mean_q: 1.236460, mean_eps: 0.601796
 199833/600000: episode: 293, duration: 12.748s, episode steps: 492, steps per second:  39, episode reward:  9.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.484 [0.000, 5.000],  loss: 0.011936, mae: 1.008276, mean_q: 1.230892, mean_eps: 0.600824
 200639/600000: episode: 294, duration: 22.540s, episode steps: 806, steps per second:  36, episode reward: 18.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.346 [0.000, 5.000],  loss: 0.011076, mae: 1.016931, mean_q: 1.242571, mean_eps: 0.599528
 201040/600000: episode: 295, duration: 11.417s, episode steps: 401, steps per second:  35, episode reward:  6.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.247 [0.000, 5.000],  loss: 0.008927, mae: 1.017701, mean_q: 1.244551, mean_eps: 0.598324
 201619/600000: episode: 296, duration: 15.870s, episode steps: 579, steps per second:  36, episode reward: 11.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.363 [0.000, 5.000],  loss: 0.010772, mae: 1.017260, mean_q: 1.242097, mean_eps: 0.597344
 202290/600000: episode: 297, duration: 15.824s, episode steps: 671, steps per second:  42, episode reward: 10.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.456 [0.000, 5.000],  loss: 0.011575, mae: 1.013990, mean_q: 1.237479, mean_eps: 0.596092
 203401/600000: episode: 298, duration: 26.745s, episode steps: 1111, steps per second:  42, episode reward: 17.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.389 [0.000, 5.000],  loss: 0.010643, mae: 1.023775, mean_q: 1.249637, mean_eps: 0.594308
 204072/600000: episode: 299, duration: 15.943s, episode steps: 671, steps per second:  42, episode reward: 12.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.598 [0.000, 5.000],  loss: 0.010621, mae: 1.015678, mean_q: 1.240058, mean_eps: 0.592528
 204681/600000: episode: 300, duration: 13.308s, episode steps: 609, steps per second:  46, episode reward: 11.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.801 [0.000, 5.000],  loss: 0.010474, mae: 1.016196, mean_q: 1.241070, mean_eps: 0.591248
 205549/600000: episode: 301, duration: 21.120s, episode steps: 868, steps per second:  41, episode reward: 15.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.480 [0.000, 5.000],  loss: 0.010835, mae: 1.040066, mean_q: 1.270610, mean_eps: 0.589768
 206302/600000: episode: 302, duration: 22.365s, episode steps: 753, steps per second:  34, episode reward: 17.000, mean reward:  0.023 [ 0.000,  1.000], mean action: 2.737 [0.000, 5.000],  loss: 0.011655, mae: 1.054885, mean_q: 1.288209, mean_eps: 0.588148
 207358/600000: episode: 303, duration: 24.970s, episode steps: 1056, steps per second:  42, episode reward: 16.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.608 [0.000, 5.000],  loss: 0.013004, mae: 1.048377, mean_q: 1.278967, mean_eps: 0.586340
 207867/600000: episode: 304, duration: 13.336s, episode steps: 509, steps per second:  38, episode reward:  6.000, mean reward:  0.012 [ 0.000,  1.000], mean action: 2.513 [0.000, 5.000],  loss: 0.012858, mae: 1.040571, mean_q: 1.269600, mean_eps: 0.584776
 208417/600000: episode: 305, duration: 14.722s, episode steps: 550, steps per second:  37, episode reward:  9.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.493 [0.000, 5.000],  loss: 0.011298, mae: 1.044932, mean_q: 1.274794, mean_eps: 0.583716
 208796/600000: episode: 306, duration: 11.447s, episode steps: 379, steps per second:  33, episode reward:  5.000, mean reward:  0.013 [ 0.000,  1.000], mean action: 2.702 [0.000, 5.000],  loss: 0.010648, mae: 1.040410, mean_q: 1.271807, mean_eps: 0.582788
 209187/600000: episode: 307, duration: 11.948s, episode steps: 391, steps per second:  33, episode reward:  9.000, mean reward:  0.023 [ 0.000,  1.000], mean action: 2.678 [0.000, 5.000],  loss: 0.009255, mae: 1.038367, mean_q: 1.266770, mean_eps: 0.582020
 209879/600000: episode: 308, duration: 20.111s, episode steps: 692, steps per second:  34, episode reward:  7.000, mean reward:  0.010 [ 0.000,  1.000], mean action: 2.659 [0.000, 5.000],  loss: 0.012593, mae: 1.048326, mean_q: 1.280259, mean_eps: 0.580936
 210387/600000: episode: 309, duration: 14.295s, episode steps: 508, steps per second:  36, episode reward:  9.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.301 [0.000, 5.000],  loss: 0.011301, mae: 1.097550, mean_q: 1.342473, mean_eps: 0.579736
 211041/600000: episode: 310, duration: 17.095s, episode steps: 654, steps per second:  38, episode reward: 12.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.610 [0.000, 5.000],  loss: 0.011679, mae: 1.085944, mean_q: 1.327641, mean_eps: 0.578572
 211975/600000: episode: 311, duration: 26.632s, episode steps: 934, steps per second:  35, episode reward: 16.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.704 [0.000, 5.000],  loss: 0.010648, mae: 1.095363, mean_q: 1.338043, mean_eps: 0.576984
 212518/600000: episode: 312, duration: 15.718s, episode steps: 543, steps per second:  35, episode reward: 12.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.503 [0.000, 5.000],  loss: 0.011073, mae: 1.090529, mean_q: 1.332832, mean_eps: 0.575508
 213223/600000: episode: 313, duration: 20.564s, episode steps: 705, steps per second:  34, episode reward: 11.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.499 [0.000, 5.000],  loss: 0.011529, mae: 1.098316, mean_q: 1.340919, mean_eps: 0.574260
 213731/600000: episode: 314, duration: 13.409s, episode steps: 508, steps per second:  38, episode reward:  9.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.354 [0.000, 5.000],  loss: 0.011310, mae: 1.101161, mean_q: 1.345130, mean_eps: 0.573048
 214650/600000: episode: 315, duration: 29.493s, episode steps: 919, steps per second:  31, episode reward: 18.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.342 [0.000, 5.000],  loss: 0.011213, mae: 1.094628, mean_q: 1.337997, mean_eps: 0.571620
 215222/600000: episode: 316, duration: 14.996s, episode steps: 572, steps per second:  38, episode reward: 11.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.367 [0.000, 5.000],  loss: 0.011601, mae: 1.090641, mean_q: 1.330117, mean_eps: 0.570128
 215978/600000: episode: 317, duration: 18.454s, episode steps: 756, steps per second:  41, episode reward: 15.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.489 [0.000, 5.000],  loss: 0.010631, mae: 1.099665, mean_q: 1.343300, mean_eps: 0.568800
 216472/600000: episode: 318, duration: 12.557s, episode steps: 494, steps per second:  39, episode reward:  7.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 2.559 [0.000, 5.000],  loss: 0.013181, mae: 1.086657, mean_q: 1.325560, mean_eps: 0.567552
 217577/600000: episode: 319, duration: 27.382s, episode steps: 1105, steps per second:  40, episode reward: 19.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.398 [0.000, 5.000],  loss: 0.012561, mae: 1.092491, mean_q: 1.333786, mean_eps: 0.565952
 218198/600000: episode: 320, duration: 13.524s, episode steps: 621, steps per second:  46, episode reward:  9.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 2.657 [0.000, 5.000],  loss: 0.011709, mae: 1.100300, mean_q: 1.343755, mean_eps: 0.564224
 219324/600000: episode: 321, duration: 33.198s, episode steps: 1126, steps per second:  34, episode reward: 24.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.646 [0.000, 5.000],  loss: 0.011604, mae: 1.095647, mean_q: 1.339835, mean_eps: 0.562480
 220028/600000: episode: 322, duration: 18.916s, episode steps: 704, steps per second:  37, episode reward: 15.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.528 [0.000, 5.000],  loss: 0.011685, mae: 1.109252, mean_q: 1.353692, mean_eps: 0.560652
 221145/600000: episode: 323, duration: 26.919s, episode steps: 1117, steps per second:  41, episode reward: 20.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.321 [0.000, 5.000],  loss: 0.011162, mae: 1.119551, mean_q: 1.368284, mean_eps: 0.558828
 221658/600000: episode: 324, duration: 13.064s, episode steps: 513, steps per second:  39, episode reward: 10.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.641 [0.000, 5.000],  loss: 0.010779, mae: 1.125107, mean_q: 1.375985, mean_eps: 0.557196
 222473/600000: episode: 325, duration: 18.736s, episode steps: 815, steps per second:  43, episode reward: 17.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.623 [0.000, 5.000],  loss: 0.011544, mae: 1.116011, mean_q: 1.364838, mean_eps: 0.555868
 223026/600000: episode: 326, duration: 13.214s, episode steps: 553, steps per second:  42, episode reward: 10.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.266 [0.000, 5.000],  loss: 0.012446, mae: 1.108305, mean_q: 1.352469, mean_eps: 0.554500
