  25503/600000: episode: 38, duration: 15.486s, episode steps: 716, steps per second:  46, episode reward: 12.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.492 [0.000, 5.000],  loss: 0.007130, mae: 0.049164, mean_q: 0.072816, mean_eps: 0.954546
 160036/600000: episode: 225, duration: 8.388s, episode steps: 412, steps per second:  49, episode reward:  6.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.427 [0.000, 5.000],  loss: 0.008990, mae: 0.442014, mean_q: 0.547399, mean_eps: 0.712310
 160619/600000: episode: 226, duration: 10.623s, episode steps: 583, steps per second:  55, episode reward:  8.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 2.268 [0.000, 5.000],  loss: 0.007149, mae: 0.446506, mean_q: 0.553359, mean_eps: 0.711413
 161254/600000: episode: 227, duration: 12.766s, episode steps: 635, steps per second:  50, episode reward:  9.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 2.310 [0.000, 5.000],  loss: 0.009269, mae: 0.452149, mean_q: 0.558497, mean_eps: 0.710315
 162039/600000: episode: 228, duration: 14.083s, episode steps: 785, steps per second:  56, episode reward: 11.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 2.302 [0.000, 5.000],  loss: 0.008566, mae: 0.449086, mean_q: 0.554488, mean_eps: 0.709037
 162711/600000: episode: 229, duration: 12.350s, episode steps: 672, steps per second:  54, episode reward: 15.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.519 [0.000, 5.000],  loss: 0.008011, mae: 0.448206, mean_q: 0.554771, mean_eps: 0.707727
 163351/600000: episode: 230, duration: 11.234s, episode steps: 640, steps per second:  57, episode reward:  9.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 2.523 [0.000, 5.000],  loss: 0.008095, mae: 0.453628, mean_q: 0.560634, mean_eps: 0.706546
 164526/600000: episode: 231, duration: 21.088s, episode steps: 1175, steps per second:  56, episode reward: 13.000, mean reward:  0.011 [ 0.000,  1.000], mean action: 2.410 [0.000, 5.000],  loss: 0.009084, mae: 0.457553, mean_q: 0.567910, mean_eps: 0.704912
 164965/600000: episode: 232, duration: 7.619s, episode steps: 439, steps per second:  58, episode reward:  4.000, mean reward:  0.009 [ 0.000,  1.000], mean action: 2.535 [0.000, 5.000],  loss: 0.007937, mae: 0.454209, mean_q: 0.563753, mean_eps: 0.703457
 165557/600000: episode: 233, duration: 9.894s, episode steps: 592, steps per second:  60, episode reward:  8.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 2.655 [0.000, 5.000],  loss: 0.008445, mae: 0.452130, mean_q: 0.560494, mean_eps: 0.702528
 166194/600000: episode: 234, duration: 10.552s, episode steps: 637, steps per second:  60, episode reward:  8.000, mean reward:  0.013 [ 0.000,  1.000], mean action: 2.560 [0.000, 5.000],  loss: 0.008634, mae: 0.456789, mean_q: 0.565289, mean_eps: 0.701423
 167295/600000: episode: 235, duration: 19.204s, episode steps: 1101, steps per second:  57, episode reward: 21.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.650 [0.000, 5.000],  loss: 0.008439, mae: 0.456852, mean_q: 0.565516, mean_eps: 0.699861
 168329/600000: episode: 236, duration: 19.031s, episode steps: 1034, steps per second:  54, episode reward: 16.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.467 [0.000, 5.000],  loss: 0.007625, mae: 0.447020, mean_q: 0.554475, mean_eps: 0.697938
 168950/600000: episode: 237, duration: 11.242s, episode steps: 621, steps per second:  55, episode reward:  7.000, mean reward:  0.011 [ 0.000,  1.000], mean action: 2.304 [0.000, 5.000],  loss: 0.010335, mae: 0.451870, mean_q: 0.561214, mean_eps: 0.696448
 170137/600000: episode: 238, duration: 20.174s, episode steps: 1187, steps per second:  59, episode reward: 14.000, mean reward:  0.012 [ 0.000,  1.000], mean action: 2.445 [0.000, 5.000],  loss: 0.008226, mae: 0.454668, mean_q: 0.564421, mean_eps: 0.694821
 170717/600000: episode: 239, duration: 9.908s, episode steps: 580, steps per second:  59, episode reward:  9.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.697 [0.000, 5.000],  loss: 0.008552, mae: 0.473386, mean_q: 0.588328, mean_eps: 0.693230
 171368/600000: episode: 240, duration: 11.486s, episode steps: 651, steps per second:  57, episode reward: 10.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.522 [0.000, 5.000],  loss: 0.008959, mae: 0.482653, mean_q: 0.597595, mean_eps: 0.692124
 172118/600000: episode: 241, duration: 12.612s, episode steps: 750, steps per second:  59, episode reward: 15.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.507 [0.000, 5.000],  loss: 0.008336, mae: 0.472833, mean_q: 0.585874, mean_eps: 0.690864
 172867/600000: episode: 242, duration: 12.775s, episode steps: 749, steps per second:  59, episode reward: 17.000, mean reward:  0.023 [ 0.000,  1.000], mean action: 2.577 [0.000, 5.000],  loss: 0.009327, mae: 0.477803, mean_q: 0.590991, mean_eps: 0.689514
 173374/600000: episode: 243, duration: 8.990s, episode steps: 507, steps per second:  56, episode reward: 10.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.535 [0.000, 5.000],  loss: 0.007774, mae: 0.471176, mean_q: 0.582745, mean_eps: 0.688384
 173760/600000: episode: 244, duration: 6.616s, episode steps: 386, steps per second:  58, episode reward:  6.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.531 [0.000, 5.000],  loss: 0.008649, mae: 0.471654, mean_q: 0.581707, mean_eps: 0.687581
 174632/600000: episode: 245, duration: 15.315s, episode steps: 872, steps per second:  57, episode reward: 11.000, mean reward:  0.013 [ 0.000,  1.000], mean action: 2.477 [0.000, 5.000],  loss: 0.008081, mae: 0.473436, mean_q: 0.585574, mean_eps: 0.686451
 175164/600000: episode: 246, duration: 9.493s, episode steps: 532, steps per second:  56, episode reward:  9.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.372 [0.000, 5.000],  loss: 0.009035, mae: 0.476572, mean_q: 0.590553, mean_eps: 0.685187
 175671/600000: episode: 247, duration: 8.468s, episode steps: 507, steps per second:  60, episode reward:  8.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.373 [0.000, 5.000],  loss: 0.007569, mae: 0.465490, mean_q: 0.577724, mean_eps: 0.684251
 176399/600000: episode: 248, duration: 12.324s, episode steps: 728, steps per second:  59, episode reward: 13.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.332 [0.000, 5.000],  loss: 0.008144, mae: 0.466665, mean_q: 0.577725, mean_eps: 0.683139
 177215/600000: episode: 249, duration: 13.696s, episode steps: 816, steps per second:  60, episode reward: 16.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.423 [0.000, 5.000],  loss: 0.010521, mae: 0.480723, mean_q: 0.593691, mean_eps: 0.681749
 178448/600000: episode: 250, duration: 21.464s, episode steps: 1233, steps per second:  57, episode reward: 27.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.248 [0.000, 5.000],  loss: 0.008930, mae: 0.478565, mean_q: 0.589758, mean_eps: 0.679906
 179072/600000: episode: 251, duration: 10.726s, episode steps: 624, steps per second:  58, episode reward: 10.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.418 [0.000, 5.000],  loss: 0.009205, mae: 0.487115, mean_q: 0.600806, mean_eps: 0.678236
 180080/600000: episode: 252, duration: 18.373s, episode steps: 1008, steps per second:  55, episode reward: 21.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.697 [0.000, 5.000],  loss: 0.008852, mae: 0.485640, mean_q: 0.600487, mean_eps: 0.676767
 180440/600000: episode: 253, duration: 6.193s, episode steps: 360, steps per second:  58, episode reward:  8.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.347 [0.000, 5.000],  loss: 0.009198, mae: 0.524341, mean_q: 0.648874, mean_eps: 0.675536
 181091/600000: episode: 254, duration: 12.711s, episode steps: 651, steps per second:  51, episode reward: 16.000, mean reward:  0.025 [ 0.000,  1.000], mean action: 2.358 [0.000, 5.000],  loss: 0.008859, mae: 0.517989, mean_q: 0.641886, mean_eps: 0.674625
 181473/600000: episode: 255, duration: 6.996s, episode steps: 382, steps per second:  55, episode reward:  6.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.414 [0.000, 5.000],  loss: 0.009239, mae: 0.516574, mean_q: 0.638865, mean_eps: 0.673692
 182131/600000: episode: 256, duration: 12.951s, episode steps: 658, steps per second:  51, episode reward:  8.000, mean reward:  0.012 [ 0.000,  1.000], mean action: 2.395 [0.000, 5.000],  loss: 0.009592, mae: 0.528096, mean_q: 0.654210, mean_eps: 0.672756
 182598/600000: episode: 257, duration: 7.888s, episode steps: 467, steps per second:  59, episode reward:  8.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.405 [0.000, 5.000],  loss: 0.008528, mae: 0.513130, mean_q: 0.634302, mean_eps: 0.671745
 183201/600000: episode: 258, duration: 10.450s, episode steps: 603, steps per second:  58, episode reward: 10.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.133 [0.000, 5.000],  loss: 0.008641, mae: 0.522361, mean_q: 0.645849, mean_eps: 0.670780
 183646/600000: episode: 259, duration: 8.085s, episode steps: 445, steps per second:  55, episode reward:  6.000, mean reward:  0.013 [ 0.000,  1.000], mean action: 2.240 [0.000, 5.000],  loss: 0.009093, mae: 0.533464, mean_q: 0.659003, mean_eps: 0.669837
 184163/600000: episode: 260, duration: 8.840s, episode steps: 517, steps per second:  58, episode reward:  6.000, mean reward:  0.012 [ 0.000,  1.000], mean action: 2.296 [0.000, 5.000],  loss: 0.009205, mae: 0.518111, mean_q: 0.639163, mean_eps: 0.668973
 184816/600000: episode: 261, duration: 11.737s, episode steps: 653, steps per second:  56, episode reward: 10.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.273 [0.000, 5.000],  loss: 0.010337, mae: 0.531372, mean_q: 0.656400, mean_eps: 0.667922
 185250/600000: episode: 262, duration: 8.267s, episode steps: 434, steps per second:  53, episode reward:  3.000, mean reward:  0.007 [ 0.000,  1.000], mean action: 1.816 [0.000, 5.000],  loss: 0.009899, mae: 0.533506, mean_q: 0.659629, mean_eps: 0.666942
 185873/600000: episode: 263, duration: 11.033s, episode steps: 623, steps per second:  56, episode reward:  7.000, mean reward:  0.011 [ 0.000,  1.000], mean action: 2.082 [0.000, 5.000],  loss: 0.009551, mae: 0.519577, mean_q: 0.642099, mean_eps: 0.665988
 186874/600000: episode: 264, duration: 16.900s, episode steps: 1001, steps per second:  59, episode reward: 14.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 2.481 [0.000, 5.000],  loss: 0.010191, mae: 0.523584, mean_q: 0.648972, mean_eps: 0.664527
 187546/600000: episode: 265, duration: 12.802s, episode steps: 672, steps per second:  52, episode reward: 12.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.513 [0.000, 5.000],  loss: 0.009210, mae: 0.525060, mean_q: 0.649064, mean_eps: 0.663022
 188038/600000: episode: 266, duration: 8.692s, episode steps: 492, steps per second:  57, episode reward:  7.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 2.528 [0.000, 5.000],  loss: 0.008837, mae: 0.526206, mean_q: 0.650502, mean_eps: 0.661974
 188423/600000: episode: 267, duration: 7.031s, episode steps: 385, steps per second:  55, episode reward:  9.000, mean reward:  0.023 [ 0.000,  1.000], mean action: 2.436 [0.000, 5.000],  loss: 0.009286, mae: 0.525642, mean_q: 0.650932, mean_eps: 0.661186
 189324/600000: episode: 268, duration: 15.714s, episode steps: 901, steps per second:  57, episode reward: 15.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.302 [0.000, 5.000],  loss: 0.009810, mae: 0.527922, mean_q: 0.651589, mean_eps: 0.660030
 190101/600000: episode: 269, duration: 13.694s, episode steps: 777, steps per second:  57, episode reward: 14.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.178 [0.000, 5.000],  loss: 0.009487, mae: 0.521048, mean_q: 0.642865, mean_eps: 0.658518
 190835/600000: episode: 270, duration: 12.528s, episode steps: 734, steps per second:  59, episode reward: 13.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.166 [0.000, 5.000],  loss: 0.009413, mae: 0.537566, mean_q: 0.664916, mean_eps: 0.657158
 191213/600000: episode: 271, duration: 6.516s, episode steps: 378, steps per second:  58, episode reward:  6.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.415 [0.000, 5.000],  loss: 0.009523, mae: 0.543109, mean_q: 0.672225, mean_eps: 0.656157
 191779/600000: episode: 272, duration: 9.997s, episode steps: 566, steps per second:  57, episode reward:  9.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 1.989 [0.000, 5.000],  loss: 0.008329, mae: 0.545689, mean_q: 0.675644, mean_eps: 0.655307
 192608/600000: episode: 273, duration: 13.837s, episode steps: 829, steps per second:  60, episode reward: 11.000, mean reward:  0.013 [ 0.000,  1.000], mean action: 2.145 [0.000, 5.000],  loss: 0.009668, mae: 0.541673, mean_q: 0.668602, mean_eps: 0.654054
 193091/600000: episode: 274, duration: 8.690s, episode steps: 483, steps per second:  56, episode reward:  6.000, mean reward:  0.012 [ 0.000,  1.000], mean action: 2.408 [0.000, 5.000],  loss: 0.009613, mae: 0.537547, mean_q: 0.661188, mean_eps: 0.652874
 193979/600000: episode: 275, duration: 14.253s, episode steps: 888, steps per second:  62, episode reward: 18.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.363 [0.000, 5.000],  loss: 0.009156, mae: 0.534906, mean_q: 0.659706, mean_eps: 0.651639
 195085/600000: episode: 276, duration: 19.324s, episode steps: 1106, steps per second:  57, episode reward: 23.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.248 [0.000, 5.000],  loss: 0.008715, mae: 0.540290, mean_q: 0.665791, mean_eps: 0.649842
 195660/600000: episode: 277, duration: 10.000s, episode steps: 575, steps per second:  57, episode reward:  9.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.337 [0.000, 5.000],  loss: 0.009124, mae: 0.534619, mean_q: 0.658420, mean_eps: 0.648330
 196290/600000: episode: 278, duration: 11.084s, episode steps: 630, steps per second:  57, episode reward: 10.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.403 [0.000, 5.000],  loss: 0.009704, mae: 0.551038, mean_q: 0.679399, mean_eps: 0.647247
 196781/600000: episode: 279, duration: 8.231s, episode steps: 491, steps per second:  60, episode reward:  7.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 2.193 [0.000, 5.000],  loss: 0.009118, mae: 0.537254, mean_q: 0.662793, mean_eps: 0.646235
 198075/600000: episode: 280, duration: 22.221s, episode steps: 1294, steps per second:  58, episode reward: 24.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.442 [0.000, 5.000],  loss: 0.009603, mae: 0.541619, mean_q: 0.669097, mean_eps: 0.644630
 198591/600000: episode: 281, duration: 9.233s, episode steps: 516, steps per second:  56, episode reward:  8.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.298 [0.000, 5.000],  loss: 0.010895, mae: 0.552625, mean_q: 0.682710, mean_eps: 0.643002
 199033/600000: episode: 282, duration: 8.247s, episode steps: 442, steps per second:  54, episode reward:  7.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.654 [0.000, 5.000],  loss: 0.009284, mae: 0.527887, mean_q: 0.653589, mean_eps: 0.642138
 199492/600000: episode: 283, duration: 7.869s, episode steps: 459, steps per second:  58, episode reward:  7.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.309 [0.000, 5.000],  loss: 0.009173, mae: 0.544933, mean_q: 0.673074, mean_eps: 0.641328
 200365/600000: episode: 284, duration: 15.825s, episode steps: 873, steps per second:  55, episode reward: 16.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.640 [0.000, 5.000],  loss: 0.007861, mae: 0.552108, mean_q: 0.681209, mean_eps: 0.640130
 200745/600000: episode: 285, duration: 7.263s, episode steps: 380, steps per second:  52, episode reward:  5.000, mean reward:  0.013 [ 0.000,  1.000], mean action: 2.195 [0.000, 5.000],  loss: 0.009407, mae: 0.583272, mean_q: 0.718778, mean_eps: 0.638999
 201363/600000: episode: 286, duration: 11.828s, episode steps: 618, steps per second:  52, episode reward:  9.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.566 [0.000, 5.000],  loss: 0.009534, mae: 0.584133, mean_q: 0.719391, mean_eps: 0.638103
 202132/600000: episode: 287, duration: 15.054s, episode steps: 769, steps per second:  51, episode reward: 13.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.399 [0.000, 5.000],  loss: 0.009534, mae: 0.585593, mean_q: 0.721317, mean_eps: 0.636857
 202765/600000: episode: 288, duration: 11.474s, episode steps: 633, steps per second:  55, episode reward:  6.000, mean reward:  0.009 [ 0.000,  1.000], mean action: 2.507 [0.000, 5.000],  loss: 0.009672, mae: 0.580668, mean_q: 0.714376, mean_eps: 0.635594
 204113/600000: episode: 289, duration: 23.534s, episode steps: 1348, steps per second:  57, episode reward: 16.000, mean reward:  0.012 [ 0.000,  1.000], mean action: 2.292 [0.000, 5.000],  loss: 0.009726, mae: 0.582106, mean_q: 0.716655, mean_eps: 0.633808
 204742/600000: episode: 290, duration: 11.661s, episode steps: 629, steps per second:  54, episode reward: 12.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.572 [0.000, 5.000],  loss: 0.008669, mae: 0.584265, mean_q: 0.719312, mean_eps: 0.632030
 205391/600000: episode: 291, duration: 12.024s, episode steps: 649, steps per second:  54, episode reward:  9.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 2.579 [0.000, 5.000],  loss: 0.010560, mae: 0.586145, mean_q: 0.719302, mean_eps: 0.630881
 206127/600000: episode: 292, duration: 12.409s, episode steps: 736, steps per second:  59, episode reward: 12.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.480 [0.000, 5.000],  loss: 0.008335, mae: 0.590430, mean_q: 0.726757, mean_eps: 0.629636
 206875/600000: episode: 293, duration: 12.789s, episode steps: 748, steps per second:  58, episode reward: 13.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.600 [0.000, 5.000],  loss: 0.008008, mae: 0.569806, mean_q: 0.700049, mean_eps: 0.628300
 207301/600000: episode: 294, duration: 7.217s, episode steps: 426, steps per second:  59, episode reward:  8.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.200 [0.000, 5.000],  loss: 0.010029, mae: 0.585374, mean_q: 0.721578, mean_eps: 0.627242
 208488/600000: episode: 295, duration: 21.729s, episode steps: 1187, steps per second:  55, episode reward: 17.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 2.531 [0.000, 5.000],  loss: 0.009830, mae: 0.583278, mean_q: 0.719497, mean_eps: 0.625791
 209767/600000: episode: 296, duration: 22.827s, episode steps: 1279, steps per second:  56, episode reward: 28.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.668 [0.000, 5.000],  loss: 0.008969, mae: 0.589968, mean_q: 0.724965, mean_eps: 0.623573
 210634/600000: episode: 297, duration: 15.144s, episode steps: 867, steps per second:  57, episode reward: 15.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.601 [0.000, 5.000],  loss: 0.009857, mae: 0.618137, mean_q: 0.759524, mean_eps: 0.621640
 211032/600000: episode: 298, duration: 6.860s, episode steps: 398, steps per second:  58, episode reward:  6.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.123 [0.000, 5.000],  loss: 0.009835, mae: 0.630174, mean_q: 0.774169, mean_eps: 0.620502
 211728/600000: episode: 299, duration: 12.130s, episode steps: 696, steps per second:  57, episode reward:  7.000, mean reward:  0.010 [ 0.000,  1.000], mean action: 2.292 [0.000, 5.000],  loss: 0.011728, mae: 0.633689, mean_q: 0.779081, mean_eps: 0.619520
 212637/600000: episode: 300, duration: 16.097s, episode steps: 909, steps per second:  56, episode reward: 18.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.263 [0.000, 5.000],  loss: 0.009421, mae: 0.642814, mean_q: 0.791131, mean_eps: 0.618072
 213414/600000: episode: 301, duration: 13.074s, episode steps: 777, steps per second:  59, episode reward: 12.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.291 [0.000, 5.000],  loss: 0.009742, mae: 0.628066, mean_q: 0.772178, mean_eps: 0.616553
 213944/600000: episode: 302, duration: 8.808s, episode steps: 530, steps per second:  60, episode reward:  8.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.351 [0.000, 5.000],  loss: 0.010679, mae: 0.639011, mean_q: 0.786521, mean_eps: 0.615380
 214995/600000: episode: 303, duration: 19.666s, episode steps: 1051, steps per second:  53, episode reward: 18.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.412 [0.000, 5.000],  loss: 0.009824, mae: 0.635050, mean_q: 0.782378, mean_eps: 0.613958
 215720/600000: episode: 304, duration: 13.605s, episode steps: 725, steps per second:  53, episode reward: 12.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.790 [0.000, 5.000],  loss: 0.010384, mae: 0.620742, mean_q: 0.764102, mean_eps: 0.612359
 216203/600000: episode: 305, duration: 7.984s, episode steps: 483, steps per second:  60, episode reward:  8.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.408 [0.000, 5.000],  loss: 0.009355, mae: 0.626525, mean_q: 0.772094, mean_eps: 0.611272
 216731/600000: episode: 306, duration: 9.446s, episode steps: 528, steps per second:  56, episode reward: 10.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.843 [0.000, 5.000],  loss: 0.010247, mae: 0.635306, mean_q: 0.784223, mean_eps: 0.610361
 217301/600000: episode: 307, duration: 9.812s, episode steps: 570, steps per second:  58, episode reward: 11.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.154 [0.000, 5.000],  loss: 0.011040, mae: 0.642978, mean_q: 0.791674, mean_eps: 0.609371
 218240/600000: episode: 308, duration: 15.841s, episode steps: 939, steps per second:  59, episode reward: 17.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.403 [0.000, 5.000],  loss: 0.009607, mae: 0.633269, mean_q: 0.780565, mean_eps: 0.608014
 218834/600000: episode: 309, duration: 10.287s, episode steps: 594, steps per second:  58, episode reward: 12.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.426 [0.000, 5.000],  loss: 0.010253, mae: 0.633773, mean_q: 0.779526, mean_eps: 0.606635
 219867/600000: episode: 310, duration: 18.047s, episode steps: 1033, steps per second:  57, episode reward: 16.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.429 [0.000, 5.000],  loss: 0.010438, mae: 0.628823, mean_q: 0.772955, mean_eps: 0.605170
 221036/600000: episode: 311, duration: 20.760s, episode steps: 1169, steps per second:  56, episode reward: 18.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.500 [0.000, 5.000],  loss: 0.010063, mae: 0.653510, mean_q: 0.802928, mean_eps: 0.603190
 221576/600000: episode: 312, duration: 9.917s, episode steps: 540, steps per second:  54, episode reward:  7.000, mean reward:  0.013 [ 0.000,  1.000], mean action: 2.567 [0.000, 5.000],  loss: 0.009847, mae: 0.650046, mean_q: 0.800998, mean_eps: 0.601653
 222327/600000: episode: 313, duration: 14.504s, episode steps: 751, steps per second:  52, episode reward: 12.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.081 [0.000, 5.000],  loss: 0.010200, mae: 0.652902, mean_q: 0.803945, mean_eps: 0.600490
 222908/600000: episode: 314, duration: 10.619s, episode steps: 581, steps per second:  55, episode reward: 10.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.427 [0.000, 5.000],  loss: 0.010339, mae: 0.652614, mean_q: 0.804022, mean_eps: 0.599291
 223387/600000: episode: 315, duration: 9.288s, episode steps: 479, steps per second:  52, episode reward:  8.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.576 [0.000, 5.000],  loss: 0.009077, mae: 0.647529, mean_q: 0.798613, mean_eps: 0.598337
 223962/600000: episode: 316, duration: 11.142s, episode steps: 575, steps per second:  52, episode reward: 10.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.617 [0.000, 5.000],  loss: 0.009736, mae: 0.657958, mean_q: 0.809832, mean_eps: 0.597387
 224825/600000: episode: 317, duration: 14.945s, episode steps: 863, steps per second:  58, episode reward: 16.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.295 [0.000, 5.000],  loss: 0.009694, mae: 0.652498, mean_q: 0.803440, mean_eps: 0.596091
 225320/600000: episode: 318, duration: 9.020s, episode steps: 495, steps per second:  55, episode reward: 10.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.190 [0.000, 5.000],  loss: 0.010007, mae: 0.654057, mean_q: 0.806231, mean_eps: 0.594870
 225827/600000: episode: 319, duration: 8.829s, episode steps: 507, steps per second:  57, episode reward:  7.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 2.357 [0.000, 5.000],  loss: 0.009327, mae: 0.661146, mean_q: 0.813142, mean_eps: 0.593970
 226604/600000: episode: 320, duration: 12.948s, episode steps: 777, steps per second:  60, episode reward: 12.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.385 [0.000, 5.000],  loss: 0.011438, mae: 0.663353, mean_q: 0.814848, mean_eps: 0.592815
 227286/600000: episode: 321, duration: 11.455s, episode steps: 682, steps per second:  60, episode reward: 13.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.126 [0.000, 5.000],  loss: 0.009360, mae: 0.655163, mean_q: 0.805491, mean_eps: 0.591501
 228235/600000: episode: 322, duration: 16.971s, episode steps: 949, steps per second:  56, episode reward: 19.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.447 [0.000, 5.000],  loss: 0.009080, mae: 0.657511, mean_q: 0.809191, mean_eps: 0.590032
 229306/600000: episode: 323, duration: 19.339s, episode steps: 1071, steps per second:  55, episode reward: 13.000, mean reward:  0.012 [ 0.000,  1.000], mean action: 2.599 [0.000, 5.000],  loss: 0.009645, mae: 0.646837, mean_q: 0.795350, mean_eps: 0.588214
 230121/600000: episode: 324, duration: 14.445s, episode steps: 815, steps per second:  56, episode reward: 11.000, mean reward:  0.013 [ 0.000,  1.000], mean action: 2.464 [0.000, 5.000],  loss: 0.010293, mae: 0.664543, mean_q: 0.816341, mean_eps: 0.586515
 230510/600000: episode: 325, duration: 6.794s, episode steps: 389, steps per second:  57, episode reward:  6.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.638 [0.000, 5.000],  loss: 0.009723, mae: 0.685941, mean_q: 0.843747, mean_eps: 0.585431
 231655/600000: episode: 326, duration: 20.822s, episode steps: 1145, steps per second:  55, episode reward: 18.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.522 [0.000, 5.000],  loss: 0.009949, mae: 0.688007, mean_q: 0.844813, mean_eps: 0.584052
 232671/600000: episode: 327, duration: 18.445s, episode steps: 1016, steps per second:  55, episode reward: 19.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.507 [0.000, 5.000],  loss: 0.010143, mae: 0.687456, mean_q: 0.844499, mean_eps: 0.582108
 233983/600000: episode: 328, duration: 21.677s, episode steps: 1312, steps per second:  61, episode reward: 32.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 2.300 [0.000, 5.000],  loss: 0.010312, mae: 0.692767, mean_q: 0.849128, mean_eps: 0.580013
 234449/600000: episode: 329, duration: 7.471s, episode steps: 466, steps per second:  62, episode reward: 10.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.438 [0.000, 5.000],  loss: 0.009875, mae: 0.686665, mean_q: 0.841265, mean_eps: 0.578411
