   50270/2000000: episode: 74, duration: 13.334s, episode steps: 519, steps per second:  39, episode reward:  4.000, mean reward:  0.008 [ 0.000,  1.000], mean action: 2.644 [0.000, 5.000],  loss: 0.006156, mae: 0.014239, mean_q: 0.020979, mean_eps: 0.968247
  566346/2000000: episode: 817, duration: 26.526s, episode steps: 535, steps per second:  20, episode reward: 11.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.424 [0.000, 5.000],  loss: 0.022588, mae: 1.814941, mean_q: 2.216785, mean_eps: 0.641484
  566943/2000000: episode: 818, duration: 29.436s, episode steps: 597, steps per second:  20, episode reward: 12.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.707 [0.000, 5.000],  loss: 0.020944, mae: 1.836643, mean_q: 2.242089, mean_eps: 0.641125
  567456/2000000: episode: 819, duration: 24.843s, episode steps: 513, steps per second:  21, episode reward:  9.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.708 [0.000, 5.000],  loss: 0.020348, mae: 1.839669, mean_q: 2.247770, mean_eps: 0.640775
  568411/2000000: episode: 820, duration: 45.534s, episode steps: 955, steps per second:  21, episode reward: 21.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.499 [0.000, 5.000],  loss: 0.020962, mae: 1.824733, mean_q: 2.228817, mean_eps: 0.640310
  569104/2000000: episode: 821, duration: 33.653s, episode steps: 693, steps per second:  21, episode reward: 12.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.545 [0.000, 5.000],  loss: 0.020184, mae: 1.801897, mean_q: 2.200353, mean_eps: 0.639788
  569589/2000000: episode: 822, duration: 23.937s, episode steps: 485, steps per second:  20, episode reward: 10.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.466 [0.000, 5.000],  loss: 0.020812, mae: 1.847805, mean_q: 2.254484, mean_eps: 0.639414
  570385/2000000: episode: 823, duration: 39.799s, episode steps: 796, steps per second:  20, episode reward: 16.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.314 [0.000, 5.000],  loss: 0.018016, mae: 1.841996, mean_q: 2.249548, mean_eps: 0.639008
  571052/2000000: episode: 824, duration: 33.176s, episode steps: 667, steps per second:  20, episode reward: 11.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.445 [0.000, 5.000],  loss: 0.018107, mae: 1.875658, mean_q: 2.293593, mean_eps: 0.638545
  572090/2000000: episode: 825, duration: 50.243s, episode steps: 1038, steps per second:  21, episode reward: 12.000, mean reward:  0.012 [ 0.000,  1.000], mean action: 2.435 [0.000, 5.000],  loss: 0.020025, mae: 1.877169, mean_q: 2.292475, mean_eps: 0.638006
  572602/2000000: episode: 826, duration: 24.953s, episode steps: 512, steps per second:  21, episode reward:  7.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 2.123 [0.000, 5.000],  loss: 0.019739, mae: 1.869423, mean_q: 2.281801, mean_eps: 0.637514
  573763/2000000: episode: 827, duration: 56.158s, episode steps: 1161, steps per second:  21, episode reward: 23.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.293 [0.000, 5.000],  loss: 0.020241, mae: 1.864516, mean_q: 2.274666, mean_eps: 0.636985
  574251/2000000: episode: 828, duration: 23.471s, episode steps: 488, steps per second:  21, episode reward:  9.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.281 [0.000, 5.000],  loss: 0.022041, mae: 1.883298, mean_q: 2.297354, mean_eps: 0.636463
  574819/2000000: episode: 829, duration: 27.346s, episode steps: 568, steps per second:  21, episode reward: 11.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.371 [0.000, 5.000],  loss: 0.020521, mae: 1.869546, mean_q: 2.284019, mean_eps: 0.636128
  575565/2000000: episode: 830, duration: 36.149s, episode steps: 746, steps per second:  21, episode reward: 14.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.511 [0.000, 5.000],  loss: 0.021146, mae: 1.882715, mean_q: 2.299728, mean_eps: 0.635712
  575976/2000000: episode: 831, duration: 20.075s, episode steps: 411, steps per second:  20, episode reward:  8.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.343 [0.000, 5.000],  loss: 0.019224, mae: 1.855576, mean_q: 2.264388, mean_eps: 0.635346
  576773/2000000: episode: 832, duration: 38.899s, episode steps: 797, steps per second:  20, episode reward: 12.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.263 [0.000, 5.000],  loss: 0.020523, mae: 1.848790, mean_q: 2.257109, mean_eps: 0.634963
  577108/2000000: episode: 833, duration: 16.445s, episode steps: 335, steps per second:  20, episode reward:  2.000, mean reward:  0.006 [ 0.000,  1.000], mean action: 2.591 [0.000, 5.000],  loss: 0.021042, mae: 1.872864, mean_q: 2.287015, mean_eps: 0.634605
  577495/2000000: episode: 834, duration: 19.075s, episode steps: 387, steps per second:  20, episode reward:  9.000, mean reward:  0.023 [ 0.000,  1.000], mean action: 2.310 [0.000, 5.000],  loss: 0.021346, mae: 1.859761, mean_q: 2.270605, mean_eps: 0.634377
  578496/2000000: episode: 835, duration: 49.088s, episode steps: 1001, steps per second:  20, episode reward: 24.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 2.371 [0.000, 5.000],  loss: 0.019903, mae: 1.865685, mean_q: 2.276361, mean_eps: 0.633937
  579464/2000000: episode: 836, duration: 47.721s, episode steps: 968, steps per second:  20, episode reward: 20.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.407 [0.000, 5.000],  loss: 0.018864, mae: 1.857147, mean_q: 2.265806, mean_eps: 0.633314
  580198/2000000: episode: 837, duration: 35.691s, episode steps: 734, steps per second:  21, episode reward: 16.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.347 [0.000, 5.000],  loss: 0.019848, mae: 1.870436, mean_q: 2.281110, mean_eps: 0.632774
  581242/2000000: episode: 838, duration: 52.738s, episode steps: 1044, steps per second:  20, episode reward: 20.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.471 [0.000, 5.000],  loss: 0.018766, mae: 1.873311, mean_q: 2.286600, mean_eps: 0.632211
  581866/2000000: episode: 839, duration: 31.025s, episode steps: 624, steps per second:  20, episode reward: 14.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.428 [0.000, 5.000],  loss: 0.019985, mae: 1.858445, mean_q: 2.266602, mean_eps: 0.631682
  582212/2000000: episode: 840, duration: 17.600s, episode steps: 346, steps per second:  20, episode reward:  6.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.410 [0.000, 5.000],  loss: 0.019603, mae: 1.880489, mean_q: 2.292699, mean_eps: 0.631376
  582817/2000000: episode: 841, duration: 30.711s, episode steps: 605, steps per second:  20, episode reward:  8.000, mean reward:  0.013 [ 0.000,  1.000], mean action: 2.440 [0.000, 5.000],  loss: 0.019850, mae: 1.846756, mean_q: 2.251388, mean_eps: 0.631074
  583226/2000000: episode: 842, duration: 20.412s, episode steps: 409, steps per second:  20, episode reward:  7.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.377 [0.000, 5.000],  loss: 0.020941, mae: 1.881626, mean_q: 2.295590, mean_eps: 0.630753
  583770/2000000: episode: 843, duration: 27.079s, episode steps: 544, steps per second:  20, episode reward:  7.000, mean reward:  0.013 [ 0.000,  1.000], mean action: 2.502 [0.000, 5.000],  loss: 0.019062, mae: 1.868119, mean_q: 2.280413, mean_eps: 0.630451
  584419/2000000: episode: 844, duration: 32.586s, episode steps: 649, steps per second:  20, episode reward: 10.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.570 [0.000, 5.000],  loss: 0.019534, mae: 1.857672, mean_q: 2.270123, mean_eps: 0.630074
  584985/2000000: episode: 845, duration: 28.473s, episode steps: 566, steps per second:  20, episode reward: 10.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.332 [0.000, 5.000],  loss: 0.020357, mae: 1.874259, mean_q: 2.284850, mean_eps: 0.629689
  585487/2000000: episode: 846, duration: 25.352s, episode steps: 502, steps per second:  20, episode reward: 11.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.436 [0.000, 5.000],  loss: 0.020597, mae: 1.847603, mean_q: 2.254434, mean_eps: 0.629351
  586037/2000000: episode: 847, duration: 27.832s, episode steps: 550, steps per second:  20, episode reward:  4.000, mean reward:  0.007 [ 0.000,  1.000], mean action: 2.511 [0.000, 5.000],  loss: 0.021550, mae: 1.871258, mean_q: 2.282506, mean_eps: 0.629017
  586470/2000000: episode: 848, duration: 21.974s, episode steps: 433, steps per second:  20, episode reward:  5.000, mean reward:  0.012 [ 0.000,  1.000], mean action: 2.637 [0.000, 5.000],  loss: 0.020111, mae: 1.879926, mean_q: 2.293046, mean_eps: 0.628706
  587080/2000000: episode: 849, duration: 30.646s, episode steps: 610, steps per second:  20, episode reward: 16.000, mean reward:  0.026 [ 0.000,  1.000], mean action: 2.551 [0.000, 5.000],  loss: 0.019704, mae: 1.855604, mean_q: 2.263689, mean_eps: 0.628376
  587620/2000000: episode: 850, duration: 27.645s, episode steps: 540, steps per second:  20, episode reward:  9.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.374 [0.000, 5.000],  loss: 0.020330, mae: 1.861773, mean_q: 2.271963, mean_eps: 0.628013
  588254/2000000: episode: 851, duration: 31.921s, episode steps: 634, steps per second:  20, episode reward: 12.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.274 [0.000, 5.000],  loss: 0.020563, mae: 1.871412, mean_q: 2.281635, mean_eps: 0.627641
  588633/2000000: episode: 852, duration: 19.277s, episode steps: 379, steps per second:  20, episode reward:  9.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 2.504 [0.000, 5.000],  loss: 0.022231, mae: 1.872958, mean_q: 2.284344, mean_eps: 0.627319
  589401/2000000: episode: 853, duration: 38.375s, episode steps: 768, steps per second:  20, episode reward: 14.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.488 [0.000, 5.000],  loss: 0.020022, mae: 1.871802, mean_q: 2.283053, mean_eps: 0.626955
  590116/2000000: episode: 854, duration: 36.452s, episode steps: 715, steps per second:  20, episode reward: 14.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.697 [0.000, 5.000],  loss: 0.021349, mae: 1.857130, mean_q: 2.264507, mean_eps: 0.626487
  590756/2000000: episode: 855, duration: 32.456s, episode steps: 640, steps per second:  20, episode reward: 11.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.358 [0.000, 5.000],  loss: 0.022097, mae: 1.905900, mean_q: 2.324758, mean_eps: 0.626058
  591569/2000000: episode: 856, duration: 41.353s, episode steps: 813, steps per second:  20, episode reward: 22.000, mean reward:  0.027 [ 0.000,  1.000], mean action: 2.599 [0.000, 5.000],  loss: 0.022762, mae: 1.898209, mean_q: 2.316333, mean_eps: 0.625597
  592205/2000000: episode: 857, duration: 32.061s, episode steps: 636, steps per second:  20, episode reward: 14.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.469 [0.000, 5.000],  loss: 0.020994, mae: 1.896917, mean_q: 2.315826, mean_eps: 0.625138
  592964/2000000: episode: 858, duration: 38.065s, episode steps: 759, steps per second:  20, episode reward: 14.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.584 [0.000, 5.000],  loss: 0.019726, mae: 1.882733, mean_q: 2.297122, mean_eps: 0.624697
  593648/2000000: episode: 859, duration: 34.838s, episode steps: 684, steps per second:  20, episode reward: 11.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.579 [0.000, 5.000],  loss: 0.021330, mae: 1.892053, mean_q: 2.307540, mean_eps: 0.624241
  594427/2000000: episode: 860, duration: 39.430s, episode steps: 779, steps per second:  20, episode reward: 12.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.403 [0.000, 5.000],  loss: 0.022207, mae: 1.894716, mean_q: 2.309687, mean_eps: 0.623777
  595127/2000000: episode: 861, duration: 34.943s, episode steps: 700, steps per second:  20, episode reward: 12.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.456 [0.000, 5.000],  loss: 0.020665, mae: 1.889038, mean_q: 2.301496, mean_eps: 0.623309
  595650/2000000: episode: 862, duration: 26.751s, episode steps: 523, steps per second:  20, episode reward: 10.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.491 [0.000, 5.000],  loss: 0.020325, mae: 1.890659, mean_q: 2.304525, mean_eps: 0.622921
  596885/2000000: episode: 863, duration: 61.983s, episode steps: 1235, steps per second:  20, episode reward: 18.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.419 [0.000, 5.000],  loss: 0.021372, mae: 1.886280, mean_q: 2.299358, mean_eps: 0.622364
  597688/2000000: episode: 864, duration: 39.323s, episode steps: 803, steps per second:  20, episode reward: 13.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.770 [0.000, 5.000],  loss: 0.022002, mae: 1.881888, mean_q: 2.294930, mean_eps: 0.621719
  598326/2000000: episode: 865, duration: 31.266s, episode steps: 638, steps per second:  20, episode reward: 12.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.677 [0.000, 5.000],  loss: 0.020743, mae: 1.884955, mean_q: 2.299151, mean_eps: 0.621263
  598871/2000000: episode: 866, duration: 26.702s, episode steps: 545, steps per second:  20, episode reward: 11.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.490 [0.000, 5.000],  loss: 0.022566, mae: 1.880398, mean_q: 2.292599, mean_eps: 0.620888
  600125/2000000: episode: 867, duration: 63.149s, episode steps: 1254, steps per second:  20, episode reward: 23.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.631 [0.000, 5.000],  loss: 0.022427, mae: 1.888928, mean_q: 2.301128, mean_eps: 0.620318
  600635/2000000: episode: 868, duration: 25.863s, episode steps: 510, steps per second:  20, episode reward:  8.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.708 [0.000, 5.000],  loss: 0.019119, mae: 1.912760, mean_q: 2.332326, mean_eps: 0.619759
  601134/2000000: episode: 869, duration: 25.863s, episode steps: 499, steps per second:  19, episode reward:  7.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 2.539 [0.000, 5.000],  loss: 0.020664, mae: 1.926334, mean_q: 2.347935, mean_eps: 0.619440
  602177/2000000: episode: 870, duration: 52.700s, episode steps: 1043, steps per second:  20, episode reward: 19.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.516 [0.000, 5.000],  loss: 0.021519, mae: 1.917675, mean_q: 2.336786, mean_eps: 0.618951
  602859/2000000: episode: 871, duration: 33.370s, episode steps: 682, steps per second:  20, episode reward: 12.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.575 [0.000, 5.000],  loss: 0.020773, mae: 1.912558, mean_q: 2.331737, mean_eps: 0.618405
  603229/2000000: episode: 872, duration: 18.224s, episode steps: 370, steps per second:  20, episode reward:  8.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.527 [0.000, 5.000],  loss: 0.021927, mae: 1.910134, mean_q: 2.327075, mean_eps: 0.618072
  603982/2000000: episode: 873, duration: 37.182s, episode steps: 753, steps per second:  20, episode reward: 17.000, mean reward:  0.023 [ 0.000,  1.000], mean action: 2.364 [0.000, 5.000],  loss: 0.022250, mae: 1.910953, mean_q: 2.330015, mean_eps: 0.617716
  604702/2000000: episode: 874, duration: 36.024s, episode steps: 720, steps per second:  20, episode reward: 16.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.422 [0.000, 5.000],  loss: 0.021828, mae: 1.913142, mean_q: 2.332364, mean_eps: 0.617250
  605201/2000000: episode: 875, duration: 25.176s, episode steps: 499, steps per second:  20, episode reward:  9.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.433 [0.000, 5.000],  loss: 0.021744, mae: 1.911053, mean_q: 2.331225, mean_eps: 0.616864
  605853/2000000: episode: 876, duration: 32.930s, episode steps: 652, steps per second:  20, episode reward: 13.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.319 [0.000, 5.000],  loss: 0.021382, mae: 1.921337, mean_q: 2.341085, mean_eps: 0.616499
  606371/2000000: episode: 877, duration: 26.121s, episode steps: 518, steps per second:  20, episode reward:  7.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 2.598 [0.000, 5.000],  loss: 0.021113, mae: 1.926604, mean_q: 2.348166, mean_eps: 0.616129
  607182/2000000: episode: 878, duration: 40.916s, episode steps: 811, steps per second:  20, episode reward: 11.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 2.529 [0.000, 5.000],  loss: 0.020867, mae: 1.907455, mean_q: 2.324057, mean_eps: 0.615709
  607696/2000000: episode: 879, duration: 26.230s, episode steps: 514, steps per second:  20, episode reward: 11.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.619 [0.000, 5.000],  loss: 0.020868, mae: 1.920304, mean_q: 2.340939, mean_eps: 0.615289
  608403/2000000: episode: 880, duration: 36.048s, episode steps: 707, steps per second:  20, episode reward: 13.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.461 [0.000, 5.000],  loss: 0.021570, mae: 1.924397, mean_q: 2.345847, mean_eps: 0.614903
  609167/2000000: episode: 881, duration: 38.964s, episode steps: 764, steps per second:  20, episode reward: 13.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.421 [0.000, 5.000],  loss: 0.021851, mae: 1.919082, mean_q: 2.340910, mean_eps: 0.614437
  609733/2000000: episode: 882, duration: 28.798s, episode steps: 566, steps per second:  20, episode reward: 11.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.240 [0.000, 5.000],  loss: 0.022102, mae: 1.910652, mean_q: 2.325924, mean_eps: 0.614015
  610501/2000000: episode: 883, duration: 38.891s, episode steps: 768, steps per second:  20, episode reward: 18.000, mean reward:  0.023 [ 0.000,  1.000], mean action: 2.658 [0.000, 5.000],  loss: 0.019705, mae: 1.968141, mean_q: 2.399324, mean_eps: 0.613592
  611328/2000000: episode: 884, duration: 42.349s, episode steps: 827, steps per second:  20, episode reward: 17.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.479 [0.000, 5.000],  loss: 0.019548, mae: 1.966713, mean_q: 2.396812, mean_eps: 0.613088
  612120/2000000: episode: 885, duration: 39.916s, episode steps: 792, steps per second:  20, episode reward: 19.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 2.350 [0.000, 5.000],  loss: 0.021642, mae: 1.967452, mean_q: 2.396732, mean_eps: 0.612576
  612913/2000000: episode: 886, duration: 40.973s, episode steps: 793, steps per second:  19, episode reward: 13.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.347 [0.000, 5.000],  loss: 0.019902, mae: 1.952363, mean_q: 2.380555, mean_eps: 0.612073
  613548/2000000: episode: 887, duration: 32.269s, episode steps: 635, steps per second:  20, episode reward: 12.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.454 [0.000, 5.000],  loss: 0.021406, mae: 1.967327, mean_q: 2.396915, mean_eps: 0.611621
  614205/2000000: episode: 888, duration: 33.973s, episode steps: 657, steps per second:  19, episode reward:  9.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 2.490 [0.000, 5.000],  loss: 0.022843, mae: 1.965100, mean_q: 2.393060, mean_eps: 0.611212
  614682/2000000: episode: 889, duration: 24.638s, episode steps: 477, steps per second:  19, episode reward: 10.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.470 [0.000, 5.000],  loss: 0.023079, mae: 1.971833, mean_q: 2.402997, mean_eps: 0.610852
  615201/2000000: episode: 890, duration: 25.701s, episode steps: 519, steps per second:  20, episode reward:  9.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.524 [0.000, 5.000],  loss: 0.022092, mae: 1.964006, mean_q: 2.393638, mean_eps: 0.610537
  616021/2000000: episode: 891, duration: 40.330s, episode steps: 820, steps per second:  20, episode reward: 15.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.349 [0.000, 5.000],  loss: 0.023599, mae: 1.956856, mean_q: 2.385498, mean_eps: 0.610112
  616990/2000000: episode: 892, duration: 48.008s, episode steps: 969, steps per second:  20, episode reward: 17.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.444 [0.000, 5.000],  loss: 0.021072, mae: 1.956827, mean_q: 2.385473, mean_eps: 0.609546
  617408/2000000: episode: 893, duration: 21.078s, episode steps: 418, steps per second:  20, episode reward: 11.000, mean reward:  0.026 [ 0.000,  1.000], mean action: 2.773 [0.000, 5.000],  loss: 0.021286, mae: 1.941759, mean_q: 2.365720, mean_eps: 0.609108
  617901/2000000: episode: 894, duration: 25.028s, episode steps: 493, steps per second:  20, episode reward:  4.000, mean reward:  0.008 [ 0.000,  1.000], mean action: 2.552 [0.000, 5.000],  loss: 0.021678, mae: 1.968233, mean_q: 2.397973, mean_eps: 0.608819
  618642/2000000: episode: 895, duration: 37.893s, episode steps: 741, steps per second:  20, episode reward: 15.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.367 [0.000, 5.000],  loss: 0.020631, mae: 1.957366, mean_q: 2.384903, mean_eps: 0.608428
  619750/2000000: episode: 896, duration: 57.029s, episode steps: 1108, steps per second:  19, episode reward: 24.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.600 [0.000, 5.000],  loss: 0.022000, mae: 1.964828, mean_q: 2.395106, mean_eps: 0.607843
  620345/2000000: episode: 897, duration: 30.510s, episode steps: 595, steps per second:  20, episode reward: 11.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.516 [0.000, 5.000],  loss: 0.019446, mae: 1.988557, mean_q: 2.424915, mean_eps: 0.607303
  620913/2000000: episode: 898, duration: 29.530s, episode steps: 568, steps per second:  19, episode reward: 11.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.523 [0.000, 5.000],  loss: 0.019637, mae: 1.999453, mean_q: 2.437971, mean_eps: 0.606934
  621581/2000000: episode: 899, duration: 34.229s, episode steps: 668, steps per second:  20, episode reward: 16.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 2.124 [0.000, 5.000],  loss: 0.022006, mae: 1.983142, mean_q: 2.416633, mean_eps: 0.606543
  622054/2000000: episode: 900, duration: 24.808s, episode steps: 473, steps per second:  19, episode reward:  8.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.672 [0.000, 5.000],  loss: 0.021095, mae: 1.985343, mean_q: 2.417361, mean_eps: 0.606182
  622911/2000000: episode: 901, duration: 44.062s, episode steps: 857, steps per second:  19, episode reward: 15.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.659 [0.000, 5.000],  loss: 0.022569, mae: 1.977880, mean_q: 2.409216, mean_eps: 0.605761
  623479/2000000: episode: 902, duration: 29.119s, episode steps: 568, steps per second:  20, episode reward: 14.000, mean reward:  0.025 [ 0.000,  1.000], mean action: 2.463 [0.000, 5.000],  loss: 0.022150, mae: 1.994732, mean_q: 2.431005, mean_eps: 0.605310
  624045/2000000: episode: 903, duration: 29.652s, episode steps: 566, steps per second:  19, episode reward: 10.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.307 [0.000, 5.000],  loss: 0.024282, mae: 1.973304, mean_q: 2.402867, mean_eps: 0.604951
  624648/2000000: episode: 904, duration: 31.367s, episode steps: 603, steps per second:  19, episode reward: 13.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.443 [0.000, 5.000],  loss: 0.021094, mae: 1.980896, mean_q: 2.413961, mean_eps: 0.604581
  625413/2000000: episode: 905, duration: 39.450s, episode steps: 765, steps per second:  19, episode reward: 14.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.627 [0.000, 5.000],  loss: 0.023789, mae: 1.979175, mean_q: 2.411148, mean_eps: 0.604148
  626139/2000000: episode: 906, duration: 36.879s, episode steps: 726, steps per second:  20, episode reward: 17.000, mean reward:  0.023 [ 0.000,  1.000], mean action: 2.404 [0.000, 5.000],  loss: 0.025686, mae: 1.994297, mean_q: 2.427898, mean_eps: 0.603675
  626831/2000000: episode: 907, duration: 35.848s, episode steps: 692, steps per second:  19, episode reward: 11.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.403 [0.000, 5.000],  loss: 0.021474, mae: 1.995293, mean_q: 2.430056, mean_eps: 0.603227
  627497/2000000: episode: 908, duration: 34.614s, episode steps: 666, steps per second:  19, episode reward: 11.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.536 [0.000, 5.000],  loss: 0.021707, mae: 1.977541, mean_q: 2.409451, mean_eps: 0.602796
  627907/2000000: episode: 909, duration: 21.350s, episode steps: 410, steps per second:  19, episode reward:  9.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.693 [0.000, 5.000],  loss: 0.020617, mae: 1.999995, mean_q: 2.437109, mean_eps: 0.602455
  628261/2000000: episode: 910, duration: 18.588s, episode steps: 354, steps per second:  19, episode reward:  5.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 2.503 [0.000, 5.000],  loss: 0.021463, mae: 2.003185, mean_q: 2.439755, mean_eps: 0.602213
  628943/2000000: episode: 911, duration: 35.531s, episode steps: 682, steps per second:  19, episode reward: 13.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.672 [0.000, 5.000],  loss: 0.021479, mae: 1.987908, mean_q: 2.422576, mean_eps: 0.601885
  629445/2000000: episode: 912, duration: 26.548s, episode steps: 502, steps per second:  19, episode reward:  6.000, mean reward:  0.012 [ 0.000,  1.000], mean action: 2.279 [0.000, 5.000],  loss: 0.024009, mae: 1.992475, mean_q: 2.426260, mean_eps: 0.601510
  630159/2000000: episode: 913, duration: 36.838s, episode steps: 714, steps per second:  19, episode reward: 14.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.473 [0.000, 5.000],  loss: 0.023750, mae: 1.987964, mean_q: 2.421327, mean_eps: 0.601125
  631196/2000000: episode: 914, duration: 54.912s, episode steps: 1037, steps per second:  19, episode reward: 27.000, mean reward:  0.026 [ 0.000,  1.000], mean action: 2.547 [0.000, 5.000],  loss: 0.021179, mae: 2.047054, mean_q: 2.495360, mean_eps: 0.600572
  632066/2000000: episode: 915, duration: 45.047s, episode steps: 870, steps per second:  19, episode reward: 21.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 2.637 [0.000, 5.000],  loss: 0.022998, mae: 2.046388, mean_q: 2.491557, mean_eps: 0.599968
  632802/2000000: episode: 916, duration: 37.288s, episode steps: 736, steps per second:  20, episode reward: 17.000, mean reward:  0.023 [ 0.000,  1.000], mean action: 2.592 [0.000, 5.000],  loss: 0.022503, mae: 2.041878, mean_q: 2.485047, mean_eps: 0.599458
  633994/2000000: episode: 917, duration: 59.704s, episode steps: 1192, steps per second:  20, episode reward: 29.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 2.624 [0.000, 5.000],  loss: 0.022131, mae: 2.029232, mean_q: 2.470132, mean_eps: 0.598848
  634923/2000000: episode: 918, duration: 47.212s, episode steps: 929, steps per second:  20, episode reward: 22.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 2.428 [0.000, 5.000],  loss: 0.022000, mae: 2.031303, mean_q: 2.472266, mean_eps: 0.598177
  635596/2000000: episode: 919, duration: 34.404s, episode steps: 673, steps per second:  20, episode reward: 15.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.351 [0.000, 5.000],  loss: 0.023684, mae: 2.035052, mean_q: 2.475954, mean_eps: 0.597670
  636186/2000000: episode: 920, duration: 30.688s, episode steps: 590, steps per second:  19, episode reward:  9.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.385 [0.000, 5.000],  loss: 0.022333, mae: 2.010589, mean_q: 2.448398, mean_eps: 0.597270
